activeCount,avgRho,condition,entropy,mass,maxFluxAbs,maxRho,param_c_press,param_damping,param_dt,param_rng_seed,rep,rhoMaxId,step,t,totalFlux,vortNorm_global,vortNorm_global_ema
3,0.354793156005434,baseline,0.027897782931805375,49.67104184076076,0.29862827205530185,48.86375844753484,0.1,0.2,0.12,42,0,1,10,1.2000000000000002,3.166421719124431,0.0,0.0
4,0.3530027133635238,baseline,0.07537497751292739,49.42037987089333,0.3772500032769184,47.189365214538974,0.1,0.2,0.12,42,0,1,20,2.4000000000000012,4.93709455379263,0.0,0.0
4,0.350731839014032,baseline,0.12308441486687881,49.10245746196448,0.40578008705140584,45.33428995822515,0.1,0.2,0.12,42,0,1,30,3.6000000000000023,5.5416501109278755,0.0,0.0
5,0.3472977006443574,baseline,0.1662530910729724,48.62167809021003,0.4182842004090662,43.41852610174187,0.1,0.2,0.12,42,0,1,40,4.800000000000003,6.003086439010093,0.0,0.0
5,0.34459749649497995,baseline,0.21237566415249545,48.24364950929719,0.4263633227625436,41.47476571897793,0.1,0.2,0.12,42,0,1,50,6.000000000000004,6.171206178652321,0.0,0.0
11,0.3419890616569157,baseline,0.2581579371680023,47.878468631968204,0.4324744055678533,39.51357690126673,0.1,0.2,0.12,42,0,1,60,7.2000000000000055,6.340516008857509,0.0,0.0
20,0.3379402435709838,baseline,0.2986117247387725,47.31163409993773,0.43783152894971855,37.539477572175564,0.1,0.2,0.12,42,0,1,70,8.400000000000004,6.460409921008047,0.0,0.0
30,0.3336304200877656,baseline,0.338425935420398,46.708258812287184,0.4425754677159882,35.55503554808463,0.1,0.2,0.12,42,0,1,80,9.599999999999996,6.624782770863043,0.0,0.0
48,0.3304527047149795,baseline,0.38175262509394803,46.26337866009713,0.44672963880044736,33.56237185095693,0.1,0.2,0.12,42,0,1,90,10.799999999999988,6.6766785677898515,0.0,0.0
78,0.3265591793437943,baseline,0.4227109068410929,45.718285108131205,0.45014476990145086,31.564089120022825,0.1,0.2,0.12,42,0,1,100,11.99999999999998,6.7384064412490625,0.0,0.0
96,0.321046732513572,baseline,0.4593985245817485,44.94654255190008,0.45296861030549423,29.562902315780537,0.1,0.2,0.12,42,0,1,110,13.199999999999973,6.8279294886461965,0.0,0.0
99,0.3168996465638658,baseline,0.4998978971267901,44.36595051894122,0.45516226424442646,27.561336692474505,0.1,0.2,0.12,42,0,1,120,14.399999999999965,6.879940505914714,0.0,0.0
106,0.31300721112448043,baseline,0.5407379786033225,43.82100955742726,0.4564669888643619,25.562410440796498,0.1,0.2,0.12,42,0,1,130,15.599999999999957,6.895153449614259,0.0,0.0
107,0.30738726571634434,baseline,0.5776207643142847,43.03421720028821,0.45691080567624576,23.56968123039976,0.1,0.2,0.12,42,0,1,140,16.79999999999996,6.915033786620674,0.0,0.0
114,0.30163643330937434,baseline,0.614415559910173,42.22910066331241,0.4565354854783348,21.586664247027116,0.1,0.2,0.12,42,0,1,150,17.99999999999997,6.965670400452319,0.0,0.0
120,0.2972745132741676,baseline,0.6537565460852242,41.61843185838347,0.45509606984811585,19.617161514431974,0.1,0.2,0.12,42,0,1,160,19.19999999999998,6.925545911039208,0.0,0.0
122,0.29195981210056354,baseline,0.6909250212511445,40.8743736940789,0.4523663059046586,17.66591088620616,0.1,0.2,0.12,42,0,1,170,20.39999999999999,6.887808414109374,0.0,0.0
124,0.28515218996158087,baseline,0.7254319779673962,39.92130659462132,0.44837128649253294,15.738143794612004,0.1,0.2,0.12,42,0,1,180,21.6,6.87538581823581,0.0,0.0
127,0.2799109328401193,baseline,0.7619507439639812,39.18753059761671,0.4428831590779322,13.839527123288105,0.1,0.2,0.12,42,0,1,190,22.80000000000001,6.8154221714151175,0.0,0.0
128,0.27499796766394025,baseline,0.7978638206231266,38.499715472951635,0.4354110255428152,11.977050224286582,0.1,0.2,0.12,42,0,1,200,24.00000000000002,6.700688756158554,0.0,0.0
