condition,entropy,totalFlux,maxFluxAbs,mass,avgRho,maxRho,rhoMaxId,activeCount,vortNorm_global,vortNorm_global_ema,step,t,param_dt,param_c_press,param_damping,param_rng_seed
baseline,0.9920409310409937,0.08826003857480316,0.008863420327444369,18.352130578984152,0.13108664699274394,0.14243560513083925,58,127,0.0,0.0,500,59.99999999999949,0.12,0.1,0.2,42
