tick,n1,n2,total_mass
199,6205,66,1267.330238959215
200,6243,66,1271.5791811554552
201,6261,66,1275.2449154802796
202,6261,66,1278.431236027688
203,6295,66,1282.363457403366
204,6293,65,1285.811309585197
205,6316,65,1289.3750435022507
206,6352,65,1293.1516182375033
207,6394,65,1296.0909058101347
208,6408,65,1299.1712340129438
209,6418,64,1302.6825838955135
210,6432,63,1305.8751060535424
211,6468,63,1309.2131314648343
212,6509,60,1312.3246546757698
213,6524,58,1315.5865443335783
214,6553,55,1318.4437509394345
215,6598,51,1321.2541630861715
216,6644,51,1324.2888143456985
217,6695,50,1327.2964593928605
218,6709,49,1329.8385005077732
219,6748,49,1332.8166352191693
220,6763,49,1335.0002312174818
221,6800,48,1336.9623874763
222,6834,48,1339.5647693027108
223,6855,48,1342.1736110857582
224,6858,46,1344.1912814482216
225,6879,45,1346.6992004950316
226,6884,45,1348.9336573737407
227,6888,45,1350.8632118154455
228,6898,44,1352.941930041397
229,6922,43,1355.0833625770406
230,6941,43,1356.7967812709846
231,6953,43,1359.096102922518
232,6970,43,1360.3161543573788
233,6973,43,1362.745105372756
234,6966,44,1364.67140484036
235,6975,44,1365.7247638649787
236,6985,44,1368.1268224784226
237,7005,45,1369.3891005136504
238,7037,46,1369.6300539178535
239,7055,46,1371.267203552667
240,7059,48,1373.3964834222304
241,7084,48,1375.6215069557193
242,7095,50,1377.6525126003364
243,7109,51,1379.6712078231678
244,7123,52,1380.7091347563237
245,7157,52,1380.700446404309
246,7167,53,1382.4890976168865
247,7186,53,1381.3684180425994
248,7177,54,1381.9571654587637
249,7204,54,1383.5037791653556
250,7197,55,1383.2282346500324
251,7229,56,1385.2496630893047
252,7243,55,1385.9763613600203
253,7268,56,1387.9639942336817
254,7292,55,1389.9151126502024
255,7306,55,1391.301356254544
256,7302,55,1392.5562714990638
257,7324,53,1393.3679698114695
258,7323,53,1393.7314332093993
259,7341,53,1395.225714801286
260,7333,53,1396.5007083095886
261,7338,52,1397.2881299164867
262,7356,52,1398.2039072466316
263,7338,52,1398.9876509039973
264,7341,52,1399.8405525740964
265,7349,52,1400.6683905653183
266,7374,52,1401.2943034869716
267,7369,52,1401.7273336770184
268,7370,52,1401.538440017361
269,7382,52,1401.9756802144927
270,7390,52,1402.5059602394954
271,7394,52,1402.8241203536006
272,7388,51,1402.9607020239116
273,7404,51,1403.1539670281456
274,7389,51,1403.2082123060184
275,7391,51,1402.9076748650684
276,7433,51,1403.1464607763337
277,7450,51,1402.6761340012995
278,7464,51,1402.6036373469688
279,7444,50,1402.402910543773
280,7453,48,1401.5924240952472
281,7437,48,1401.3825801746823
282,7446,48,1401.304917737551
283,7433,48,1400.3220094767223
284,7433,49,1400.091575854866
285,7464,48,1399.813954488729
286,7447,47,1398.4949047649511
287,7470,46,1398.0316142839542
288,7470,43,1397.520157700064
289,7468,41,1397.0015141394229
290,7459,43,1396.277434224267
291,7460,42,1395.6037185489342
292,7474,41,1394.915808674489
293,7472,42,1394.2145277028694
294,7458,41,1392.801448419979
295,7470,41,1391.8094885835055
296,7471,41,1390.8771952956497
297,7476,41,1389.337005361222
298,7461,41,1387.0821274387038
299,7446,41,1385.862302925567
300,7449,41,1384.7415321760143
