tick,num_nodes,num_edges,total_mass,mass_variance,kinetic_energy,potential_energy,total_energy,total_momentum_scalar,total_momentum_algebraic,vorticity_global
119,1976,3928,470.0344365329898,0.242379714791474,39825611635.59703,8902.475281508241,39825620538.07231,21778.36648143816,0,2.130100085532741e-09
120,1960,3912,469.94542272690165,0.2419798292076633,24794666720.859985,8820.419911497818,24794675541.279896,19906.167322835976,0,1.8015574469582147e-09
121,1996,3948,470.0306621451194,0.22342594091383905,37900098814.6117,8674.77518035555,37900107489.38688,21022.43339784374,0,0.16083605495268122
122,1976,3928,469.9406748473892,0.23708080310570473,16677529702.237968,8860.240943434492,16677538562.47891,19836.033541438825,0,3.3248433828941983e-09
123,2002,3954,470.0263700620389,0.3320950870701752,37211409662.7992,9720.342508179054,37211419383.14171,21212.73386854181,0,2.436349473335648e-09
124,1972,3924,469.9343782892793,0.29758028320185936,15238934005.418634,9270.478154113323,15238943275.896788,19513.362831364935,0,9.493645609244403e-10
125,1980,3932,470.020677973508,0.2753327172481953,5025408045.742543,9424.876481859974,5025417470.619025,20824.05262283955,0,1.734043251589449e-09
126,1960,3912,469.92541938216795,0.2920429863092992,24181430704.32855,9758.488813847516,24181440462.817364,19887.70937002015,0,2.0443247682146702e-09
127,1988,3940,470.01257912147946,0.25020555604802724,35443582726.97915,9113.617027651975,35443591840.596176,20766.20424402793,0,3.4666735484098705e-09
128,1970,3922,469.92028003249214,0.24609135682390657,23175694348.71408,9018.115343953645,23175703366.829426,19246.718720793804,0,0.08508223884179818
129,1996,3948,470.0079331493728,0.26701600993854985,37977790478.652016,9300.285026811123,37977799778.93704,20535.61816999975,0,3.122700114589455e-09
130,1976,3928,470.01306274769183,0.5387023079628338,22043151113.634148,12454.377141543624,22043163568.011288,23329.808070053143,0,0.06827256409758253
131,1992,3944,470.0918087239129,0.3641457824256181,56617499044.46858,10104.139849500363,56617509148.60843,36876.848689813225,0,0.004479209003899666
132,1989,3941,470.08406828033594,0.3039478414340408,15791365110.201023,9671.750937195631,15791374781.95196,17470.498288778257,0,0.027661300934367368
133,1999,3951,470.15599772542333,0.4596678370950842,4865459368.817117,11073.827395750788,4865470442.644512,19973.853924564435,0,0.6239963924742731
134,1997,3949,470.1333895704008,0.4349563833973422,8021026509.014093,10999.413473565284,8021037508.427567,26385.44662331573,0,0.2644423077473522
135,2039,3991,470.2005841716428,0.39586621089704166,87868993778.28508,10246.429593428036,87869004024.71468,30542.408495243275,0,2.91533375830716e-05
136,2053,4005,470.1855861905263,0.4136053849932126,9495800521.298927,10384.804512587109,9495810906.10344,17832.68110576209,0,5.094419236891633e-07
