tick,source_rho,destA_rho,destB_rho
1,10,0,0
2,12.358041395287234,0.08395052245896355,0.08395052245896355
3,14.506560464508976,0.07971621288770092,0.07653475794151567
4,16.25465185974424,0.06146580471804558,0.0633402795684202
5,17.446989989153636,0.05900678145903221,0.060866105451369605
6,17.97763037744944,0.06307238829004613,0.06611146337854523
7,17.799423297454588,0.06168067154952263,0.06474662700683853
8,16.928203230275507,0.06709307245238119,0.0690071530025036
9,15.441381902167354,0.06615269197032288,0.06823601819045048
10,13.471069912940466,0.0732031849769724,0.07291637727568509
11,11.192338129409398,0.1029434515359734,0.0724079797932449
12,8.807661870590607,0.31937879393411944,0.077433817666251
13,6.528930087059539,0.5129900157449429,0.07746314782988711
14,4.55861809783265,0.819694474712712,0.0803758144968721
15,3.071796769724492,1.0029269116684023,0.08139902771886574
16,2.200576702545411,1.0843044973754163,0.0834708455958779
17,2.022369622550559,0.005159567743674931,0.0904445767886447
18,2.553010010846367,0.005360060078670241,0.10905124419670605
19,3.745348140255765,0.07865349875904379,0.17472991166031487
20,5.493439535491031,0.2715277519146614,0.3455762736094843
21,7.641958604712776,0.2760916113345795,0.6056934529576685
22,10.000000000000012,0.4369194654993681,0.891791681146666
23,12.358041395287248,0.43887225304200345,1.1762777770524924
24,14.50656046450899,0.5147654825117398,1.23788709061539
25,16.25465185974425,0.5199542982633947,1.4951218944955649
26,17.44698998915364,0.5304967447724651,1.545673323045747
27,17.977630377449444,0.5720900660241298,1.735718213897085
28,17.799423297454588,0.572312762322515,1.7034525856689748
29,16.9282032302755,0.5525140048359716,1.5564049051953175
30,15.441381902167343,0.5513364270593619,1.559866488587854
31,13.47106991294044,0.4669159077718953,1.290898834710135
32,11.192338129409375,0.46501526063287973,1.2955526242570188
33,8.807661870590575,0.3448731115604606,0.9896567321372184
34,6.528930087059512,0.3433960976212949,0.9924710357069452
35,4.558618097832619,0.0012194283112086923,0.7467819407745022
36,3.071796769724476,0.0632166540313292,0.748658486973292
37,2.200576702545402,0.0005354330242607203,0.7350834479352198
38,2.0223696225505616,0.10643877188553764,0.7375696013065852
39,2.553010010846382,0.04126122040463949,0.7460104966211886
40,3.7453481402557856,0.04214402248559733,0.749943948232453
41,5.4934395354910635,0.04355127469564419,0.7720164351769705
42,7.641958604712808,0.04589281183968064,0.7760001607534182
43,10.000000000000052,0.23324620698530615,0.8557695740416574
44,12.35804139528728,0.23530085598373476,0.8585050765538653
45,14.506560464509024,0.4376285032044183,1.1049241959107314
46,16.25465185974427,0.4412095780538558,1.1105012612345329
47,17.446989989153657,0.6378898955798723,1.4645802408126396
48,17.977630377449444,0.6402211460163406,1.4726955684962193
49,17.799423297454574,0.642538594940605,1.8537027068453644
50,16.92820323027548,0.00436011947337267,1.8726447703821576
51,15.441381902167311,0.11673779642164066,2.225738882778737
52,13.471069912940418,0.11988335372389924,2.2722889356611473
53,11.192338129409334,0.22433935567151553,2.501132168554232
54,8.807661870590549,0.22793751366262507,2.54082114746371
55,6.528930087059488,0.4088689650521672,2.6106695897298935
56,4.5586180978326,0.4136173372433469,2.6205848799363225
57,3.0717967697244557,0.5083247870654273,2.593907703768402
58,2.2005767025453933,0.5107383453769018,2.6020008686138945
59,2.0223696225505634,0.5313307059609902,2.5637012480824484
60,2.553010010846392,0.534479457942983,2.5732539753954735
61,3.7453481402558113,0.5432679134725429,2.560154555430308
62,5.493439535491097,0.5456180817103288,2.570307975604975
63,7.641958604712833,0.5477516574763234,2.568581111525917
64,10.00000000000008,0.003056102783858816,2.5765967191146237
65,12.35804139528732,0.16933477721927745,2.5441681699432532
66,14.506560464509056,0.174044949151472,2.5475826759269347
67,16.25465185974429,0.663914142758127,2.447304834509077
68,17.446989989153664,0.6677613295414488,2.4476645275783255
69,17.977630377449447,1.0428059022167142,2.3772899633359192
70,17.799423297454567,1.048703652525134,2.3773919047068435
71,16.928203230275464,1.4335987126791996,2.3216146999114406
72,15.441381902167285,1.442786102951811,2.3226679636507184
73,13.471069912940369,1.568205051094097,2.2309221411111757
74,11.19233812940928,0.005432703272806538,2.233211888818127
75,8.807661870590508,0.08125848079264597,2.038034773023536
76,6.52893008705944,0.08301070823973816,2.040226309911286
77,4.55861809783256,0.20313544131831465,1.8499378301943912
78,3.0717967697244424,0.20318621751557797,1.852049812801633
79,2.200576702545387,0.337290214112021,1.7025343053521542
80,2.022369622550568,0.33804964498151263,1.7039451116125215
81,2.5530100108464113,0.4711015875573966,1.6001093344859392
82,3.7453481402558273,0.4727692027763839,0.0008526285198067196
83,5.493439535491119,0.47444488285880554,0.24213066950552145
84,7.641958604712886,0.4754452064434454,0.2020479225131724
