tick,source_rho,destA_rho,destB_rho
55,2.0102679426315753,2.6943905124098144,2.590398836636204
56,2.092253405375116,0.00964994513980888,2.5887294743153566
57,2.49798294282337,0.007478888898904712,2.522721938065076
58,3.2108459400420175,0.063421662379616,2.5269116642668306
59,4.201657702167077,1.0945917917621435,2.480021885437788
60,5.429854279241701,1.0988295992697052,2.488751206821363
61,6.845153159093501,1.1515140129793282,2.426504815221903
62,8.389611839290765,1.1521527052664464,2.4345058832049453
63,10.000000000000052,1.0428643584829296,2.286039845350028
64,11.61038816070934,1.040825240029521,2.2922289953741704
65,13.154846840906597,0.8166521000517262,2.0019183411725257
66,14.570145720758386,0.8129940762744642,2.005734181740389
67,15.798342297832995,0.5588152385560224,1.6347630029003608
68,16.789154059958037,0.5538154291716935,1.6349641132698596
69,17.502017057176666,0.3064994378712343,1.469148977174263
70,17.9077465946249,0.3025702963985274,1.468734486547137
71,17.98973205736842,0.14302733062637452,1.3537678874967305
72,17.74461695092962,0.14647457582504642,1.353065166156073
73,17.182436316565905,0.43807097919075066,1.177621398350308
74,16.326205895501545,0.4404065283616849,1.1765421823372464
75,15.21097986177773,0.7743015131376356,0.8681700195682973
76,13.882415700248586,0.7777696212360262,0.866560025543753
77,12.39490498378679,1.1199045681293764,0.6737641595567918
78,10.809346575899388,1.1257714126599851,0.6725663239843009
79,9.190653424100466,1.302662710959316,0.7179635520070873
80,7.60509501621307,0.0022169611556487334,0.7183222633682878
81,6.1175842997512735,0.12775186638550243,1.0105686171695998
82,4.78902013822216,0.1264663249397708,1.024775494127132
83,3.6737941044983655,0.2110327606955796,1.409280154296141
84,2.817563683434024,0.20967819736708396,1.4795603820957897
85,2.2553830490703435,0.3136708694328911,1.8549295969901003
86,2.0102679426315735,0.31274263791981904,1.9559079345768235
87,2.0922534053751205,0.4219589858618123,2.258703085086902
88,2.4979829428233895,0.4211986003512844,2.3306168201169877
89,3.210845940042039,0.4570778690666504,2.524017076548396
90,4.201657702167096,0.4545124014626219,2.5438239353323935
91,5.429854279241745,0.2913207774257387,2.644014430314462
92,6.845153159093538,0.2884400536199335,2.651204598323764
93,8.389611839290804,0.1293501804996136,2.6842028118498775
94,10.000000000000108,0.1270369892970778,2.689879654361271
95,11.61038816070938,0.0028606872553455925,2.6600894709438
96,13.154846840906634,0.24383118225499575,2.658492495987812
97,14.570145720758433,0.21625153137997588,2.5688196924299853
98,15.798342297833033,0.2156440132513667,2.5721645906693635
99,16.789154059958058,0.2840316920627576,2.517894918445263
100,17.502017057176676,0.2837865965252648,2.520470357770996
101,17.907746594624907,0.4253709130289916,2.4742527297879655
102,17.989732057368418,0.42532640866526406,0.003311519501643212
103,17.74461695092961,0.588384976655927,0.25236271584861425
104,17.18243631656588,0.5893887470446507,0.23526696028912483
105,16.32620589550152,0.7437599606041714,0.0009497431986002502
106,15.210979861777698,0.7450114058963777,0.8006673984840522
107,13.882415700248538,0.8215732331422576,0.5516790828866034
108,12.394904983786752,0.8204866532718967,0.5476896917301468
109,10.809346575899347,0.6056614241097588,0.2627896319784856
110,9.190653424100413,0.6034198129863545,0.25791891741411305
111,7.605095016213018,0.36982050177013975,0.0005132243167097483
112,6.1175842997512495,0.3659388143344368,0.645549481172762
113,4.789020138222118,0.11594087407069616,0.40698494149117886
114,3.673794104498332,0.1102739254497445,0.41118879924740087
115,2.8175636834340123,0.0013293655297739735,0.40778724067783734
116,2.2553830490703364,0.334181352091965,0.4065726759191554
117,2.010267942631571,0.4304872263182392,0.4033012764758386
118,2.0922534053751285,0.4313879453715486,0.4381653277061679
119,2.4979829428233984,0.5917008578203615,0.5637197881278528
120,3.210845940042068,0.5936109237484842,0.5816219730926617
121,4.201657702167133,0.7713000755015943,0.7182184875909206
122,5.429854279241767,0.7736371007663979,0.7189720867735495
123,6.845153159093588,0.9314874390997008,0.8197807007237583
124,8.389611839290858,0.932535443398842,0.8181239205001933
125,10.000000000000137,0.930951468697667,0.884339105308881
126,11.610388160709434,0.926856039638492,0.8824564311484719
127,13.154846840906686,0.483672300184955,0.92137064745045
128,14.570145720758454,0.4788517411909968,0.9193652079066752
129,15.798342297833052,0.16549983952885533,0.9549772808254342
130,16.78915405995809,0.16190446378201262,0.9528575225513324
131,17.502017057176694,0.005041368646249378,0.9639771378257586
132,17.90774659462491,0.26678162123457977,0.960142658551408
133,17.989732057368414,0.24099252230371268,0.9663262652376198
134,17.744616950929597,0.24358630688473923,0.964120048466072
135,17.18243631656587,0.4387635927092772,0.9736959139059452
136,16.326205895501488,0.4410241732792953,0.9715977291180002
137,15.210979861777655,0.6947751409261551,0.9776246884765216
138,13.882415700248515,0.6977944280095293,0.9756753601692848
139,12.3949049837867,0.9677321399763325,0.9622305020356288
140,10.809346575899292,0.9725258423381458,0.9604094055060662
141,9.190653424100386,1.082062931829466,0.929368591215636
142,7.605095016212966,0.0015020542814521145,0.927405479153332
143,6.1175842997512015,0.3347152000020147,0.8660337660133749
144,4.789020138222098,0.3330367664959972,0.8615787231216521
145,3.673794104498316,0.4060764023537955,0.7883116036115425
146,2.8175636834339883,0.4046881057139446,0.7806911406223256
147,2.255383049070323,0.45536372785890783,0.7613442347169159
148,2.010267942631569,0.4540235973358328,0.7779157249493068
149,2.0922534053751365,0.4319862552136379,0.8631937129975198
150,2.497982942823418,0.4300417829707672,0.8947333298021672
151,3.2108459400420823,0.3229195367438815,1.019233478464729
152,4.2016577021671715,0.3201223110289017,1.0185166908665957
153,5.429854279241812,0.1859989678575544,1.0011030986755594
154,6.845153159093613,0.18307093067107985,0.9977886661314154
155,8.389611839290911,0.04221565018064444,0.8780247500838515
156,10.000000000000188,0.05131854236727626,0.8750495814907943
157,11.61038816070946,0.017773290055736225,0.7371801992179999
158,13.154846840906735,0.07205672306577929,0.7332838612521165
159,14.570145720758498,0.3642508868793971,0.6811250570788934
160,15.798342297833088,0.3649615477149129,0.6776469199233067
161,16.789154059958104,0.5801771615388291,0.743713182754404
