condition,entropy,totalFlux,maxFluxAbs,mass,avgRho,maxRho,rhoMaxId,activeCount,vortNorm_global,vortNorm_global_ema,step,t,param_dt,param_c_press,param_damping,param_rng_seed
baseline,0.7978123462509696,6.700675046441059,0.4354138374570679,38.5007309966529,0.27500522140466355,11.979741921703805,1,128,0.0,0.0,200,24.00000000000002,0.12,0.1,0.2,42
