survey,damping,inject_id,inject_label,dominant_basin,dominant_basin_label,final_maxRho,final_entropy,final_mass
post_mild,20.0,62,king,synth_9000,synth:grail,0.0,0.253935,0.0
post_mild,20.0,63,set,synth_9000,synth:grail,0.0,0.253502,0.0
post_mild,20.0,64,john,synth_9000,synth:grail,0.0,0.25353,0.0
post_mild,20.0,65,atlantean,synth_9000,synth:grail,0.0,0.253742,0.0
post_mild,20.0,66,jesus,synth_9000,synth:grail,0.0,0.253862,0.0
post_mild,20.0,67,spirit heart,synth_9000,synth:grail,0.0,0.2923,0.0
post_mild,20.0,68,nature,synth_9000,synth:grail,0.0,0.253524,0.0
post_mild,20.0,69,heart sanctuary,synth_9000,synth:grail,0.0,0.250579,0.0
post_mild,20.0,70,adam,synth_9000,synth:grail,0.0,0.253742,0.0
post_mild,20.0,71,crystal,synth_9000,synth:grail,0.0,0.187903,0.0
post_mild,20.0,72,isis eye,synth_9000,synth:grail,0.0,0.253783,0.0
post_mild,20.0,73,mari,synth_9000,synth:grail,0.0,0.254178,0.0
post_mild,20.0,74,egypt,synth_9000,synth:grail,0.0,0.253465,0.0
post_mild,20.0,75,central,synth_9000,synth:grail,0.0,0.253741,0.0
post_mild,20.0,76,logos,synth_9000,synth:grail,0.0,0.253558,0.0
post_mild,20.0,77,temporal alchemy,7,numis'om,0.0,0.328585,0.0
post_mild,20.0,78,knowledge,synth_9000,synth:grail,0.0,0.253604,0.0
post_mild,20.0,79,par,synth_9000,synth:grail,0.0,0.270503,0.0
post_mild,20.0,80,city,synth_9000,synth:grail,0.0,0.253802,0.0
post_mild,20.0,81,alchemy star,7,numis'om,0.0,0.328585,0.0
post_mild,20.0,82,johannine grove,synth_9000,synth:grail,0.0,0.270196,0.0
post_mild,20.0,83,rose,synth_9000,synth:grail,0.0,0.253692,0.0
post_mild,20.0,84,mysteries,synth_9000,synth:grail,0.0,0.253573,0.0
post_mild,20.0,85,tehuti,synth_9000,synth:grail,0.0,0.253934,0.0
post_mild,20.0,86,black,synth_9000,synth:grail,0.0,0.253604,0.0
post_mild,20.0,87,crystals,synth_9000,synth:grail,0.0,0.253501,0.0
post_mild,20.0,88,prima matra,synth_9000,synth:grail,0.0,0.253764,0.0
post_mild,20.0,89,mystery school,synth_9000,synth:grail,0.0,0.270448,0.0
post_mild,20.0,90,christine hayes,synth_9000,synth:grail,0.0,0.251868,0.0
post_mild,20.0,91,goddess,synth_9000,synth:grail,0.0,0.253542,0.0
post_mild,20.0,92,plain,synth_9000,synth:grail,0.0,0.253907,0.0
post_mild,20.0,93,lotus,synth_9000,synth:grail,0.0,0.250491,0.0
post_mild,20.0,94,christos,synth_9000,synth:grail,0.0,0.272525,0.0
post_mild,20.0,95,book,synth_9000,synth:grail,0.0,0.253636,0.0
post_mild,20.0,96,kadmon,synth_9000,synth:grail,0.0,0.25378,0.0
post_mild,20.0,97,queen,synth_9000,synth:grail,0.0,0.250692,0.0
post_mild,20.0,98,simeon,synth_9000,synth:grail,0.0,0.253575,0.0
post_mild,20.0,99,grid,synth_9000,synth:grail,0.0,0.253648,0.0
post_mild,20.0,100,name,synth_9000,synth:grail,0.0,0.253651,0.0
post_mild,20.0,101,the sun,synth_9000,synth:grail,0.0,0.253797,0.0
post_mild,20.0,102,presence,synth_9000,synth:grail,0.0,0.253651,0.0
post_mild,20.0,103,sea,synth_9000,synth:grail,0.0,0.253738,0.0
post_mild,20.0,104,church,synth_9000,synth:grail,0.0,0.253408,0.0
post_mild,20.0,105,egyptian,synth_9000,synth:grail,0.0,0.25389,0.0
post_mild,20.0,106,free information,7,numis'om,0.0,0.464052,0.0
post_mild,20.0,107,holorian,synth_9000,synth:grail,0.0,0.250522,0.0
post_mild,20.0,108,space,synth_9000,synth:grail,0.0,0.253651,0.0
post_mild,20.0,109,high,synth_9000,synth:grail,0.0,0.253651,0.0
post_mild,20.0,110,forms,synth_9000,synth:grail,0.0,0.253576,0.0
post_mild,20.0,111,mar,synth_9000,synth:grail,0.0,0.25372,0.0
post_mild,20.0,112,rite,7,numis'om,0.0,0.312581,0.0
post_mild,20.0,113,practice,7,numis'om,0.0,0.312581,0.0
post_mild,20.0,114,lord,synth_9000,synth:grail,0.0,0.253821,0.0
post_mild,20.0,115,please support,7,numis'om,0.0,0.464052,0.0
post_mild,20.0,116,lady,synth_9000,synth:grail,0.0,0.254001,0.0
post_mild,20.0,117,gem,synth_9000,synth:grail,0.0,0.25353,0.0
post_mild,20.0,118,mazur,synth_9000,synth:grail,0.0,0.253718,0.0
post_mild,20.0,119,kyi,138,thothhorra khandr,0.0,0.443702,0.0
post_mild,20.0,120,sirius,synth_9000,synth:grail,0.0,0.253914,0.0
post_mild,20.0,121,valley,synth_9000,synth:grail,0.0,0.253839,0.0
post_mild,20.0,122,lords,synth_9000,synth:grail,0.0,0.25376,0.0
post_mild,20.0,123,journey,synth_9000,synth:grail,0.0,0.253451,0.0
post_mild,20.0,124,dragon,synth_9000,synth:grail,0.0,0.253749,0.0
post_mild,20.0,125,individual,synth_9000,synth:grail,0.0,0.253502,0.0
post_mild,20.0,126,melchizedek,synth_9000,synth:grail,0.0,0.253641,0.0
post_mild,20.0,127,age,synth_9000,synth:grail,0.0,0.253622,0.0
post_mild,20.0,128,stone,synth_9000,synth:grail,0.0,0.250359,0.0
post_mild,20.0,129,dweller crystal,synth_9000,synth:grail,0.0,0.25213,0.0
post_mild,20.0,130,level,synth_9000,synth:grail,0.0,0.253651,0.0
post_mild,20.0,131,non profitset,7,numis'om,0.0,0.464052,0.0
post_mild,20.0,132,magdalene,synth_9000,synth:grail,0.0,0.255304,0.0
post_mild,20.0,133,stars,synth_9000,synth:grail,0.0,0.253667,0.0
post_mild,20.0,134,island,synth_9000,synth:grail,0.0,0.253571,0.0
post_mild,20.0,135,moon,synth_9000,synth:grail,0.0,0.253658,0.0
post_mild,20.0,136,maia christianne,synth_9000,synth:grail,0.0,0.287846,0.0
post_mild,20.0,137,state,synth_9000,synth:grail,0.0,0.253576,0.0
post_mild,20.0,138,thothhorra khandr,synth_9000,synth:grail,0.0,0.246019,0.0
post_mild,20.0,139,sanctuary,synth_9000,synth:grail,0.0,0.253574,0.0
post_mild,20.0,140,dynamic,synth_9000,synth:grail,0.0,0.253577,0.0
post_medium,0.2,1,grail,1,grail,0.151307,0.99196,18.985165
post_medium,0.2,2,christ,2,christ,2.922413,0.96042,43.061528
post_medium,0.2,3,isis,3,isis,0.146743,0.992055,18.500416
post_medium,0.2,4,osiris,4,osiris,0.151346,0.991886,19.099623
post_medium,0.2,5,earth star,5,earth star,0.34101,0.987961,19.917808
post_medium,0.2,6,temple doors,6,temple doors,1.430104,0.979697,36.855024
post_medium,0.2,7,numis'om,7,numis'om,2.612556,0.952268,39.70272
post_medium,0.2,8,ark,8,ark,0.152512,0.991893,19.133493
post_medium,0.2,9,metatron,9,metatron,3.247698,0.949699,42.014169
post_medium,0.2,10,venus,10,venus,2.935334,0.959245,43.033962
post_medium,0.2,11,orion,11,orion,0.152112,0.991636,19.157534
post_medium,0.2,12,eye,12,eye,0.286023,0.990065,19.505009
post_medium,0.2,13,loch,synth_9000,synth:grail,0.141951,0.992562,16.070844
post_medium,0.2,14,maia nartoomid,14,maia nartoomid,2.588182,0.624686,28.89508
post_medium,0.2,15,god,15,god,0.152327,0.991901,19.107267
post_medium,0.2,16,doors,16,doors,0.169258,0.991733,19.326469
post_medium,0.2,17,star lineages,17,star lineages,2.297221,0.650488,30.108528
post_medium,0.2,18,adam kadmon,18,adam kadmon,0.145109,0.992101,18.206587
post_medium,0.2,19,new earth star,19,new earth star,4.333955,0.940201,41.696911
post_medium,0.2,20,horus,20,horus,0.144728,0.9922,17.86107
post_medium,0.2,21,skull,31,thothhorra,0.192003,0.990852,17.867773
post_medium,0.2,22,christic,22,christic,1.056407,0.982949,41.37608
post_medium,0.2,23,light codes,23,light codes,2.967259,0.800468,48.822546
post_medium,0.2,24,inner earth,24,inner earth,0.151884,0.991864,19.131949
post_medium,0.2,25,blue star,25,blue star,0.151517,0.991866,19.054369
post_medium,0.2,26,dna,26,dna,0.164856,0.991666,19.257659
post_medium,0.2,27,activation rite,28,akashic practice,2.206237,0.678181,30.172684
post_medium,0.2,28,akashic practice,28,akashic practice,7.108316,0.615542,54.780481
post_medium,0.2,29,pyramid,29,pyramid,0.162364,0.99178,19.268854
post_medium,0.2,30,templar,30,templar,2.588182,0.624686,28.89508
post_medium,0.2,31,thothhorra,31,thothhorra,6.178303,0.891703,42.310758
post_medium,0.2,32,great pyramid,32,great pyramid,0.145547,0.992118,18.277475
post_medium,0.2,33,johannine,33,johannine,0.153601,0.992173,16.65235
post_medium,0.2,34,crystal skull,31,thothhorra,0.202033,0.990462,17.919067
post_medium,0.2,35,mother,35,mother,0.153045,0.991906,19.146698
post_medium,0.2,36,templa mar,36,templa mar,0.153404,0.992248,17.505964
post_medium,0.2,37,master,37,master,0.154,0.991904,19.120243
post_medium,0.2,38,mystery,38,mystery,0.152212,0.99192,19.082893
post_medium,0.2,39,yeshua,39,yeshua,0.151776,0.991997,18.625057
post_medium,0.2,40,pure gem,40,pure gem,0.15152,0.991856,19.143237
post_medium,0.2,41,lineages,41,lineages,2.579024,0.634689,29.503431
post_medium,0.2,42,gate,42,gate,0.153285,0.991901,19.142051
post_medium,0.2,43,flame,43,flame,0.152944,0.991897,19.150746
post_medium,0.2,44,dweller,44,dweller,0.201506,0.990489,18.598258
post_medium,0.2,45,crystal skulls,31,thothhorra,0.195918,0.990755,17.881785
post_medium,0.2,46,atlantis,46,atlantis,0.152403,0.991901,19.147332
post_medium,0.2,47,of light,47,of light,0.169472,0.99174,19.335775
post_medium,0.2,48,merkabah,48,merkabah,4.005716,0.951093,41.866394
post_medium,0.2,49,love,49,love,0.153139,0.991741,19.242566
post_medium,0.2,50,grace,50,grace,0.152512,0.991893,19.133493
post_medium,0.2,51,rite akashic,51,rite akashic,7.108316,0.615542,54.780481
post_medium,0.2,52,temple of,52,temple of,3.769916,0.954993,42.4624
post_medium,0.2,53,lion,53,lion,0.152944,0.991891,19.183982
post_medium,0.2,54,matter,54,matter,0.153072,0.991861,19.142887
post_medium,0.2,55,sun,55,sun,0.152552,0.991875,19.16934
post_medium,0.2,56,skulls,31,thothhorra,0.195918,0.990755,17.881785
post_medium,0.2,57,blood,57,blood,0.152274,0.991913,19.121697
post_medium,0.2,58,metatronic,58,metatronic,4.06872,0.949249,42.49091
post_medium,0.2,59,tree,59,tree,0.152149,0.991738,19.251391
post_medium,0.2,60,self,60,self,0.153152,0.991914,19.10535
post_medium,0.2,61,old,61,old,0.152632,0.991915,19.121438
post_medium,0.2,62,king,62,king,0.139938,0.992365,17.525095
post_medium,0.2,63,set,63,set,0.1522,0.991911,19.081607
post_medium,0.2,64,john,synth_9000,synth:grail,0.151151,0.992586,16.330241
post_medium,0.2,65,atlantean,65,atlantean,0.151311,0.991945,19.002159
post_medium,0.2,66,jesus,synth_9000,synth:grail,0.144086,0.992362,17.398745
post_medium,0.2,67,spirit heart,67,spirit heart,5.009907,0.922949,41.517984
post_medium,0.2,68,nature,68,nature,0.152038,0.991732,19.227669
post_medium,0.2,69,heart sanctuary,69,heart sanctuary,0.281599,0.989397,19.700249
post_medium,0.2,70,adam,70,adam,0.152552,0.991991,18.605386
post_medium,0.2,71,crystal,71,crystal,0.230049,0.989768,19.203105
post_medium,0.2,72,isis eye,72,isis eye,0.158544,0.992112,16.607475
post_medium,0.2,73,mari,synth_9000,synth:grail,0.142392,0.992385,17.492498
post_medium,0.2,74,egypt,74,egypt,0.152238,0.99189,19.167735
post_medium,0.2,75,central,75,central,0.148151,0.992068,18.571075
post_medium,0.2,76,logos,76,logos,0.152086,0.991918,19.082777
post_medium,0.2,77,temporal alchemy,28,akashic practice,2.206237,0.678181,30.172684
post_medium,0.2,78,knowledge,78,knowledge,0.151795,0.991888,19.099697
post_medium,0.2,79,par,synth_9000,synth:grail,0.173246,0.993696,17.224012
post_medium,0.2,80,city,80,city,0.14811,0.992081,18.582515
post_medium,0.2,81,alchemy star,28,akashic practice,2.206237,0.678181,30.172684
post_medium,0.2,82,johannine grove,synth_9000,synth:grail,0.186261,0.993421,17.613742
post_medium,0.2,83,rose,83,rose,0.148869,0.992003,18.668055
post_medium,0.2,84,mysteries,84,mysteries,0.152921,0.991908,19.098275
post_medium,0.2,85,tehuti,synth_9002,synth:numis'om,0.202267,0.991633,18.316602
post_medium,0.2,86,black,86,black,0.152401,0.991912,19.106491
post_medium,0.2,87,crystals,87,crystals,0.152869,0.991905,19.108282
post_medium,0.2,88,prima matra,88,prima matra,0.192623,0.991847,18.694329
post_medium,0.2,89,mystery school,synth_9000,synth:grail,0.167828,0.992724,17.2765
post_medium,0.2,90,christine hayes,synth_9000,synth:grail,0.236679,0.992554,25.336168
post_medium,0.2,91,goddess,91,goddess,0.147494,0.992086,18.501464
post_medium,0.2,92,plain,synth_9000,synth:grail,0.140205,0.99282,15.834096
post_medium,0.2,93,lotus,93,lotus,0.188794,0.990894,18.601126
post_medium,0.2,94,christos,94,christos,0.546642,0.988176,39.602423
post_medium,0.2,95,book,95,book,0.152597,0.991926,19.104166
post_medium,0.2,96,kadmon,96,kadmon,0.145109,0.992101,18.206587
post_medium,0.2,97,queen,97,queen,0.160275,0.991592,18.510356
post_medium,0.2,98,simeon,98,simeon,0.256337,0.990514,17.75298
post_medium,0.2,99,grid,99,grid,0.151755,0.991842,19.144754
post_medium,0.2,100,name,100,name,0.152638,0.991914,19.132979
post_medium,0.2,101,the sun,101,the sun,0.148509,0.992079,18.599825
post_medium,0.2,102,presence,102,presence,0.152117,0.991905,19.087331
post_medium,0.2,103,sea,103,sea,0.147547,0.991934,18.65975
post_medium,0.2,104,church,synth_9000,synth:grail,0.146382,0.992928,15.904305
post_medium,0.2,105,egyptian,105,egyptian,0.147948,0.992052,18.612864
post_medium,0.2,106,free information,106,free information,0.197797,0.988247,20.332642
post_medium,0.2,107,holorian,synth_9000,synth:grail,0.142124,0.992698,15.866601
post_medium,0.2,108,space,108,space,0.152117,0.991905,19.087331
post_medium,0.2,109,high,109,high,0.152117,0.991905,19.087331
post_medium,0.2,110,forms,110,forms,0.152044,0.991903,19.09496
post_medium,0.2,111,mar,111,mar,0.146373,0.992039,18.491173
post_medium,0.2,112,rite,112,rite,2.570182,0.624234,28.923964
post_medium,0.2,113,practice,113,practice,2.570182,0.624234,28.923964
post_medium,0.2,114,lord,synth_9000,synth:grail,0.139352,0.992478,17.179436
post_medium,0.2,115,please support,115,please support,0.197797,0.988247,20.332642
post_medium,0.2,116,lady,116,lady,0.139445,0.992301,17.528243
post_medium,0.2,117,gem,117,gem,0.152223,0.99189,19.138896
post_medium,0.2,118,mazur,synth_9001,synth:temple doors,0.146616,0.992644,16.14617
post_medium,0.2,119,kyi,119,kyi,0.209367,0.989232,19.386955
post_medium,0.2,120,sirius,synth_9004,synth:venus,0.142438,0.992277,17.79037
post_medium,0.2,121,valley,121,valley,0.147688,0.991991,18.57814
post_medium,0.2,122,lords,122,lords,0.147549,0.992103,18.504192
post_medium,0.2,123,journey,123,journey,0.16875,0.991759,19.323424
post_medium,0.2,124,dragon,124,dragon,0.15313,0.991887,19.130676
post_medium,0.2,125,individual,125,individual,0.1522,0.991911,19.081607
post_medium,0.2,126,melchizedek,synth_9004,synth:venus,0.141819,0.992847,15.706218
post_medium,0.2,127,age,127,age,0.148458,0.992086,18.58597
post_medium,0.2,128,stone,128,stone,0.141277,0.991691,17.810916
post_medium,0.2,129,dweller crystal,31,thothhorra,0.143933,0.991822,16.465414
post_medium,0.2,130,level,130,level,0.152117,0.991905,19.087331
post_medium,0.2,131,non profitset,131,non profitset,0.197797,0.988247,20.332642
post_medium,0.2,132,magdalene,synth_9000,synth:grail,0.143101,0.992306,17.774873
post_medium,0.2,133,stars,133,stars,0.15229,0.991889,19.128212
post_medium,0.2,134,island,134,island,0.170062,0.991587,18.624167
post_medium,0.2,135,moon,135,moon,0.151952,0.991894,19.087011
post_medium,0.2,136,maia christianne,136,maia christianne,0.562875,0.986208,35.7387
post_medium,0.2,137,state,137,state,0.152044,0.991903,19.09496
post_medium,0.2,138,thothhorra khandr,138,thothhorra khandr,0.942658,0.980362,40.374155
post_medium,0.2,139,sanctuary,139,sanctuary,0.193601,0.991205,19.274805
post_medium,0.2,140,dynamic,140,dynamic,0.14994,0.991891,18.984916
post_medium,5.0,1,grail,synth_9004,synth:venus,2.5e-05,0.597418,0.000147
post_medium,5.0,2,christ,synth_9000,synth:grail,0.001631,0.543046,0.002912
post_medium,5.0,3,isis,synth_9000,synth:grail,2.2e-05,0.597197,0.000132
post_medium,5.0,4,osiris,synth_9000,synth:grail,2.3e-05,0.59835,0.00014
post_medium,5.0,5,earth star,synth_9003,synth:metatron,0.000139,0.500637,0.000478
post_medium,5.0,6,temple doors,synth_9001,synth:temple doors,0.001009,0.516473,0.003529
post_medium,5.0,7,numis'om,synth_9002,synth:numis'om,0.001984,0.485044,0.006688
post_medium,5.0,8,ark,synth_9000,synth:grail,2.5e-05,0.597596,0.000147
post_medium,5.0,9,metatron,synth_9003,synth:metatron,0.002627,0.477114,0.00717
post_medium,5.0,10,venus,synth_9004,synth:venus,0.001648,0.547304,0.002985
post_medium,5.0,11,orion,synth_9004,synth:venus,2.1e-05,0.59411,0.000125
post_medium,5.0,12,eye,synth_9003,synth:metatron,0.000127,0.514237,0.000456
post_medium,5.0,13,loch,synth_9000,synth:grail,1.3e-05,0.581869,7.3e-05
post_medium,5.0,14,maia nartoomid,synth_9000,synth:grail,1e-06,0.467846,3e-06
post_medium,5.0,15,god,synth_9000,synth:grail,2.4e-05,0.598417,0.000142
post_medium,5.0,16,doors,synth_9001,synth:temple doors,5.6e-05,0.569789,0.000244
post_medium,5.0,17,star lineages,synth_9000,synth:grail,1e-06,0.471147,2e-06
post_medium,5.0,18,adam kadmon,synth_9004,synth:venus,2.3e-05,0.595053,0.000129
post_medium,5.0,19,new earth star,synth_9002,synth:numis'om,0.000196,0.519194,0.000719
post_medium,5.0,20,horus,synth_9000,synth:grail,2e-05,0.595663,0.000118
post_medium,5.0,21,skull,synth_9000,synth:grail,1.3e-05,0.592832,7.8e-05
post_medium,5.0,22,christic,synth_9000,synth:grail,0.000107,0.599572,0.000358
post_medium,5.0,23,light codes,23,light codes,3e-05,0.592819,0.000168
post_medium,5.0,24,inner earth,synth_9000,synth:grail,2.4e-05,0.598085,0.000145
post_medium,5.0,25,blue star,synth_9000,synth:grail,2.4e-05,0.599001,0.000144
post_medium,5.0,26,dna,synth_9001,synth:temple doors,5.4e-05,0.569309,0.000237
post_medium,5.0,27,activation rite,synth_9000,synth:grail,1e-06,0.571625,4e-06
post_medium,5.0,28,akashic practice,28,akashic practice,2e-06,0.558525,9e-06
post_medium,5.0,29,pyramid,synth_9000,synth:grail,2.3e-05,0.598825,0.000142
post_medium,5.0,30,templar,synth_9000,synth:grail,1e-06,0.467846,3e-06
post_medium,5.0,31,thothhorra,31,thothhorra,1.9e-05,0.573317,0.000102
post_medium,5.0,32,great pyramid,synth_9000,synth:grail,2e-05,0.598329,0.000121
post_medium,5.0,33,johannine,synth_9000,synth:grail,1.9e-05,0.586099,9.8e-05
post_medium,5.0,34,crystal skull,synth_9000,synth:grail,9e-06,0.59311,5.6e-05
post_medium,5.0,35,mother,synth_9000,synth:grail,2.4e-05,0.598803,0.000145
post_medium,5.0,36,templa mar,synth_9000,synth:grail,2.3e-05,0.588997,0.000123
post_medium,5.0,37,master,synth_9000,synth:grail,2.4e-05,0.599842,0.000148
post_medium,5.0,38,mystery,synth_9000,synth:grail,2.5e-05,0.598002,0.000148
post_medium,5.0,39,yeshua,synth_9000,synth:grail,2.5e-05,0.58832,0.000133
post_medium,5.0,40,pure gem,synth_9004,synth:venus,2.4e-05,0.597904,0.000145
post_medium,5.0,41,lineages,synth_9000,synth:grail,1e-06,0.468912,3e-06
post_medium,5.0,42,gate,synth_9000,synth:grail,2.4e-05,0.599821,0.000146
post_medium,5.0,43,flame,synth_9000,synth:grail,2.4e-05,0.598783,0.000145
post_medium,5.0,44,dweller,synth_9000,synth:grail,1.5e-05,0.593217,8.8e-05
post_medium,5.0,45,crystal skulls,synth_9000,synth:grail,1.3e-05,0.59292,7.7e-05
post_medium,5.0,46,atlantis,synth_9004,synth:venus,2.5e-05,0.597909,0.000147
post_medium,5.0,47,of light,synth_9001,synth:temple doors,5.6e-05,0.570312,0.000248
post_medium,5.0,48,merkabah,48,merkabah,0.000147,0.54621,0.000572
post_medium,5.0,49,love,synth_9000,synth:grail,2.3e-05,0.598862,0.000141
post_medium,5.0,50,grace,synth_9000,synth:grail,2.5e-05,0.597596,0.000147
post_medium,5.0,51,rite akashic,51,rite akashic,2e-06,0.558525,9e-06
post_medium,5.0,52,temple of,synth_9000,synth:grail,4.6e-05,0.600275,0.000282
post_medium,5.0,53,lion,synth_9000,synth:grail,2.3e-05,0.599004,0.000143
post_medium,5.0,54,matter,synth_9004,synth:venus,2.4e-05,0.598296,0.000146
post_medium,5.0,55,sun,synth_9000,synth:grail,2.3e-05,0.598422,0.000141
post_medium,5.0,56,skulls,synth_9000,synth:grail,1.3e-05,0.59292,7.7e-05
post_medium,5.0,57,blood,synth_9000,synth:grail,2.5e-05,0.597213,0.000148
post_medium,5.0,58,metatronic,58,metatronic,4.6e-05,0.599641,0.000281
post_medium,5.0,59,tree,synth_9000,synth:grail,2.3e-05,0.598655,0.000142
post_medium,5.0,60,self,synth_9000,synth:grail,2.4e-05,0.598813,0.000144
post_medium,5.0,61,old,synth_9000,synth:grail,2.4e-05,0.598825,0.000145
post_medium,5.0,62,king,synth_9000,synth:grail,1.9e-05,0.59688,0.000113
post_medium,5.0,63,set,synth_9000,synth:grail,2.4e-05,0.598715,0.000144
post_medium,5.0,64,john,synth_9000,synth:grail,2.2e-05,0.605708,0.000117
post_medium,5.0,65,atlantean,synth_9004,synth:venus,2.5e-05,0.59738,0.000147
post_medium,5.0,66,jesus,synth_9000,synth:grail,1.8e-05,0.598251,0.000106
post_medium,5.0,67,spirit heart,synth_9002,synth:numis'om,0.000208,0.518922,0.000757
post_medium,5.0,68,nature,synth_9000,synth:grail,2.3e-05,0.598347,0.00014
post_medium,5.0,69,heart sanctuary,synth_9002,synth:numis'om,9.2e-05,0.524278,0.000344
post_medium,5.0,70,adam,synth_9004,synth:venus,2.3e-05,0.597169,0.000133
post_medium,5.0,71,crystal,synth_9000,synth:grail,1e-05,0.577888,5.8e-05
post_medium,5.0,72,isis eye,synth_9004,synth:venus,2.1e-05,0.577978,0.0001
post_medium,5.0,73,mari,synth_9000,synth:grail,1.9e-05,0.598284,0.000113
post_medium,5.0,74,egypt,synth_9000,synth:grail,2.5e-05,0.597619,0.000145
post_medium,5.0,75,central,synth_9000,synth:grail,2.2e-05,0.598478,0.000132
post_medium,5.0,76,logos,synth_9000,synth:grail,2.5e-05,0.597599,0.000147
post_medium,5.0,77,temporal alchemy,synth_9000,synth:grail,1e-06,0.571625,4e-06
post_medium,5.0,78,knowledge,synth_9000,synth:grail,2.4e-05,0.597468,0.000143
post_medium,5.0,79,par,synth_9000,synth:grail,4.1e-05,0.610045,0.000257
post_medium,5.0,80,city,synth_9000,synth:grail,2.2e-05,0.598008,0.000134
post_medium,5.0,81,alchemy star,synth_9000,synth:grail,1e-06,0.571625,4e-06
post_medium,5.0,82,johannine grove,synth_9004,synth:venus,6.8e-05,0.58437,0.00034
post_medium,5.0,83,rose,synth_9000,synth:grail,2.3e-05,0.597468,0.000134
post_medium,5.0,84,mysteries,synth_9000,synth:grail,2.5e-05,0.598711,0.00015
post_medium,5.0,85,tehuti,synth_9002,synth:numis'om,6.4e-05,0.548286,0.000263
post_medium,5.0,86,black,synth_9000,synth:grail,2.4e-05,0.599106,0.000146
post_medium,5.0,87,crystals,synth_9004,synth:venus,2.4e-05,0.599353,0.00015
post_medium,5.0,88,prima matra,synth_9004,synth:venus,4.5e-05,0.599567,0.000179
post_medium,5.0,89,mystery school,synth_9000,synth:grail,4e-05,0.611728,0.000191
post_medium,5.0,90,christine hayes,synth_9000,synth:grail,2.3e-05,0.599706,0.00012
post_medium,5.0,91,goddess,synth_9000,synth:grail,2.3e-05,0.597273,0.000133
post_medium,5.0,92,plain,synth_9000,synth:grail,1.3e-05,0.596974,7.9e-05
post_medium,5.0,93,lotus,synth_9000,synth:grail,1.7e-05,0.592563,9.6e-05
post_medium,5.0,94,christos,synth_9000,synth:grail,3.7e-05,0.599512,0.000226
post_medium,5.0,95,book,synth_9000,synth:grail,2.4e-05,0.599196,0.000146
post_medium,5.0,96,kadmon,synth_9004,synth:venus,2.3e-05,0.595053,0.000129
post_medium,5.0,97,queen,synth_9000,synth:grail,2e-05,0.59071,0.000107
post_medium,5.0,98,simeon,synth_9003,synth:metatron,8.7e-05,0.516285,0.00032
post_medium,5.0,99,grid,synth_9000,synth:grail,2.5e-05,0.598037,0.000148
post_medium,5.0,100,name,synth_9000,synth:grail,2.4e-05,0.598812,0.000145
post_medium,5.0,101,the sun,synth_9000,synth:grail,2.2e-05,0.598643,0.000132
post_medium,5.0,102,presence,synth_9000,synth:grail,2.4e-05,0.598325,0.000142
post_medium,5.0,103,sea,synth_9000,synth:grail,2.1e-05,0.597402,0.000128
post_medium,5.0,104,church,synth_9000,synth:grail,1.5e-05,0.595176,8.7e-05
post_medium,5.0,105,egyptian,synth_9000,synth:grail,2.2e-05,0.59762,0.000133
post_medium,5.0,106,free information,synth_9000,synth:grail,1.1e-05,0.564873,5.3e-05
post_medium,5.0,107,holorian,synth_9001,synth:temple doors,2e-05,0.581135,9.9e-05
post_medium,5.0,108,space,synth_9000,synth:grail,2.4e-05,0.598325,0.000142
post_medium,5.0,109,high,synth_9000,synth:grail,2.4e-05,0.598325,0.000142
post_medium,5.0,110,forms,synth_9004,synth:venus,2.3e-05,0.598614,0.000142
post_medium,5.0,111,mar,synth_9000,synth:grail,2.3e-05,0.59563,0.000135
post_medium,5.0,112,rite,synth_9000,synth:grail,1e-06,0.467847,3e-06
post_medium,5.0,113,practice,synth_9000,synth:grail,1e-06,0.467847,3e-06
post_medium,5.0,114,lord,synth_9000,synth:grail,1.7e-05,0.59832,0.000102
post_medium,5.0,115,please support,synth_9000,synth:grail,1.1e-05,0.564873,5.3e-05
post_medium,5.0,116,lady,synth_9004,synth:venus,1.9e-05,0.596985,0.00011
post_medium,5.0,117,gem,synth_9004,synth:venus,2.4e-05,0.598332,0.000146
post_medium,5.0,118,mazur,synth_9001,synth:temple doors,2.4e-05,0.575661,0.000112
post_medium,5.0,119,kyi,synth_9000,synth:grail,1e-05,0.564144,4.9e-05
post_medium,5.0,120,sirius,synth_9004,synth:venus,1.9e-05,0.599154,0.000116
post_medium,5.0,121,valley,synth_9000,synth:grail,2.2e-05,0.599378,0.000133
post_medium,5.0,122,lords,synth_9004,synth:venus,2.1e-05,0.598713,0.00013
post_medium,5.0,123,journey,synth_9001,synth:temple doors,5.6e-05,0.570593,0.000246
post_medium,5.0,124,dragon,synth_9004,synth:venus,2.5e-05,0.598424,0.00015
post_medium,5.0,125,individual,synth_9000,synth:grail,2.4e-05,0.598715,0.000144
post_medium,5.0,126,melchizedek,synth_9004,synth:venus,1.7e-05,0.600918,8.7e-05
post_medium,5.0,127,age,synth_9000,synth:grail,2.2e-05,0.598881,0.000134
post_medium,5.0,128,stone,synth_9000,synth:grail,1.6e-05,0.591731,9.1e-05
post_medium,5.0,129,dweller crystal,synth_9000,synth:grail,1.2e-05,0.589811,6.4e-05
post_medium,5.0,130,level,synth_9000,synth:grail,2.4e-05,0.598325,0.000142
post_medium,5.0,131,non profitset,synth_9000,synth:grail,1.1e-05,0.564873,5.3e-05
