planName,runId,basinId,replicate,pressC,damping,includeBackgroundEdges,scenarioType,injectAmount,durationMs,everyMs,dt,preSteps,preDt,strictStepParams,beliefBias,appOverridesKeys,phyOverridesKeys,rhoSum_t0,rhoSum_tEnd,rhoSum_delta,rhoMaxId_tEnd,rhoConc_tEnd,entropy_tEnd,maxAbsFlux_tEnd,sumAbsFlux_tEnd,psiMean_tEnd,psiMax_tEnd,psiMaxId_tEnd,semanticMassMean_tEnd,basinWinnerId_tEnd,basinMarginRho_tEnd,globalBias,conductanceGamma,psiDiffusion,psiRelaxBase,phaseOmega,semanticDecayRate,vortNormGlobalEMA
smoke_plan_v1,smoke_plan_v1__2026-01-27T10-35-02-884Z__r0001,90,1,20,8,0,inject_then_watch,30,3000,250,0.12,1,0.12,1,,,,27.243457068144416,23.787248931015714,-3.4562081371287015,90,0.8253938785363163,0.24440502081567003,0.12715839131580203,8.842371231289876,-0.06158347331699779,1,79,584.0297146295832,90,19.565534124785724,0,0.75,0.6,0.12,0.15,0.05,0.0112340309727947
