schema,runId,runIndex,repIndex,capLawHash,pressCUsed,dampUsed,want_basin_id,latched_basin,psi_trim,tick,tMs,lateByMs,basin,max1_from,max1_to,max1_absFlux,max2_from,max2_to,max2_absFlux,flux_114_89,flux_114_79,flux_136_89,flux_136_79,flux_89_79,handshake_pending,handshake_applied_tick
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,36,7200,0.0,90,114,89,0.099790,114,79,0.099784,0.099790,0.099784,0.084816,0.084810,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,37,7400,0.0,90,114,89,0.098949,114,79,0.098943,0.098949,0.098943,0.081276,0.081270,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,38,7600,0.0,90,114,89,0.097704,114,79,0.097698,0.097704,0.097698,0.077856,0.077851,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,39,7800,0.0,90,114,89,0.096123,114,79,0.096117,0.096123,0.096117,0.074557,0.074551,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,40,8000,0.0,90,114,89,0.094267,114,79,0.094261,0.094267,0.094261,0.071375,0.071370,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,41,8200,0.0,90,114,89,0.092186,114,79,0.092180,0.092186,0.092180,0.068310,0.068304,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,42,8400,0.0,90,114,89,0.089925,114,79,0.089919,0.089925,0.089919,0.065359,0.065354,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,43,8600,0.0,90,114,89,0.087525,114,79,0.087519,0.087525,0.087519,0.062520,0.062515,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,44,8800,0.0,90,114,89,0.085019,114,79,0.085013,0.085019,0.085013,0.059791,0.059786,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,45,9000,0.0,90,114,89,0.082437,114,79,0.082431,0.082437,0.082431,0.057168,0.057163,-0.000006,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,46,9200,0.0,90,114,89,0.079804,114,79,0.079798,0.079804,0.079798,0.054647,0.054641,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,47,9400,0.0,90,114,89,0.077141,114,79,0.077136,0.077141,0.077136,0.052218,0.052213,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,48,9600,0.0,90,114,89,0.074468,114,79,0.074463,0.074468,0.074463,0.049881,0.049876,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,49,9800,0.0,90,114,89,0.071801,114,79,0.071795,0.071801,0.071795,0.047634,0.047629,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,50,10000,0.0,90,114,89,0.069152,114,79,0.069147,0.069152,0.069147,0.045474,0.045470,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,51,10200,0.0,90,114,89,0.066534,114,79,0.066529,0.066534,0.066529,0.043400,0.043396,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,52,10400,0.0,90,114,89,0.063955,114,79,0.063950,0.063955,0.063950,0.041410,0.041405,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,53,10600,0.0,90,114,89,0.061424,114,79,0.061419,0.061424,0.061419,0.039500,0.039496,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,54,10800,0.0,90,114,89,0.058946,114,79,0.058941,0.058946,0.058941,0.037670,0.037665,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,55,11000,0.0,90,114,89,0.056527,114,79,0.056522,0.056527,0.056522,0.035916,0.035911,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,56,11200,0.0,90,114,89,0.054171,114,79,0.054167,0.054171,0.054167,0.034236,0.034231,-0.000005,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,57,11400,0.0,90,114,89,0.051881,114,79,0.051877,0.051881,0.051877,0.032627,0.032623,-0.000004,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,58,11600,0.0,90,114,89,0.049660,114,79,0.049655,0.049660,0.049655,0.031088,0.031084,-0.000004,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,59,11800,0.0,90,114,89,0.047508,114,79,0.047504,0.047508,0.047504,0.029616,0.029612,-0.000004,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-19-255Z_r00019_d4.000_b90_t+0.00_rep3,19,3,9dbcb7d6,2.0,4.0,90,90,0.0,60,12000,0.0,90,114,89,0.045427,114,79,0.045423,0.045427,0.045423,0.028208,0.028204,-0.000004,1,32
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,0,0,0.0,82,90,89,0.245998,90,79,0.245996,0.000461,0.000459,0.034308,0.034306,-0.000002,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,1,200,0.0,82,90,89,0.243047,90,79,0.243045,0.031048,0.031046,0.063207,0.063204,-0.000002,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,2,400,0.0,82,90,89,0.239347,90,79,0.239345,0.056833,0.056830,0.087419,0.087417,-0.000002,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,3,600,0.0,82,90,89,0.235027,90,79,0.235024,0.078410,0.078407,0.107535,0.107533,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,4,800,0.0,82,90,89,0.230198,90,79,0.230195,0.096306,0.096303,0.124076,0.124073,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,5,1000,0.0,82,90,89,0.224959,90,79,0.224957,0.110986,0.110983,0.137498,0.137495,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,6,1200,0.0,82,90,89,0.219397,90,79,0.219394,0.122861,0.122858,0.148208,0.148205,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,7,1400,0.0,82,90,89,0.213584,90,79,0.213581,0.132295,0.132292,0.156560,0.156557,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,8,1600,0.0,82,90,89,0.207586,90,79,0.207583,0.139607,0.139604,0.162871,0.162868,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,9,1800,0.0,82,90,89,0.201459,90,79,0.201456,0.145081,0.145077,0.167416,0.167412,-0.000004,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,10,2000,0.0,82,90,89,0.195252,90,79,0.195249,0.148966,0.148962,0.170438,0.170434,-0.000004,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,11,2200,0.0,82,90,89,0.189006,90,79,0.189002,0.151481,0.151477,0.172152,0.172148,-0.000004,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,12,2400,0.0,82,90,89,0.182719,90,79,0.182715,0.152821,0.152816,0.172734,0.172730,-0.000004,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,13,2600,0.0,82,90,89,0.176412,90,79,0.176408,0.153155,0.153150,0.172344,0.172340,-0.000004,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,14,2800,0.0,82,136,89,0.171128,136,79,0.171124,0.152634,0.152629,0.171128,0.171124,-0.000005,1,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,15,3000,0.0,82,136,89,0.169214,136,79,0.169210,0.157449,0.157445,0.169214,0.169210,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,16,3200,0.0,82,136,89,0.166716,136,79,0.166712,0.160713,0.160708,0.166716,0.166712,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,17,3400,0.0,82,136,89,0.163732,136,79,0.163728,0.162640,0.162635,0.163732,0.163728,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,18,3600,0.0,82,114,89,0.163424,114,79,0.163418,0.163424,0.163418,0.160350,0.160345,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,19,3800,0.0,82,114,89,0.163231,114,79,0.163226,0.163231,0.163226,0.156645,0.156640,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,20,4000,0.0,82,114,89,0.162211,114,79,0.162205,0.162211,0.162205,0.152684,0.152678,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,21,4200,0.0,82,114,89,0.160492,114,79,0.160486,0.160492,0.160486,0.148524,0.148519,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,22,4400,0.0,82,114,89,0.158189,114,79,0.158183,0.158189,0.158183,0.144217,0.144212,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,23,4600,0.0,82,114,89,0.155402,114,79,0.155396,0.155402,0.155396,0.139806,0.139800,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,24,4800,0.0,82,114,89,0.152217,114,79,0.152211,0.152217,0.152211,0.135328,0.135322,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,25,5000,0.0,82,114,89,0.148712,114,79,0.148705,0.148712,0.148705,0.130816,0.130811,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,26,5200,0.0,82,114,89,0.144951,114,79,0.144945,0.144951,0.144945,0.126299,0.126293,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,27,5400,0.0,82,114,89,0.140994,114,79,0.140988,0.140994,0.140988,0.121799,0.121793,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,28,5600,0.0,82,114,89,0.136891,114,79,0.136884,0.136891,0.136884,0.117338,0.117332,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,29,5800,0.0,82,114,89,0.132684,114,79,0.132677,0.132684,0.132677,0.112932,0.112926,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,30,6000,0.0,82,114,89,0.128410,114,79,0.128404,0.128410,0.128404,0.108595,0.108589,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,31,6200,0.0,82,114,89,0.124103,114,79,0.124097,0.124103,0.124097,0.104347,0.104342,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,32,6400,0.0,82,114,89,0.119790,114,79,0.119784,0.119790,0.119784,0.100211,0.100206,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,33,6600,0.0,82,114,89,0.115494,114,79,0.115487,0.115494,0.115487,0.096191,0.096185,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,34,6800,0.0,82,114,89,0.111234,114,79,0.111228,0.111234,0.111228,0.092289,0.092283,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,35,7000,0.0,82,114,89,0.107029,114,79,0.107022,0.107029,0.107022,0.088507,0.088501,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,36,7200,0.0,82,114,89,0.102890,114,79,0.102884,0.102890,0.102884,0.084845,0.084839,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,37,7400,0.0,82,114,89,0.098831,114,79,0.098825,0.098831,0.098825,0.081305,0.081299,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,38,7600,0.0,82,114,89,0.094860,114,79,0.094854,0.094860,0.094854,0.077885,0.077879,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,39,7800,0.0,82,114,89,0.090985,114,79,0.090978,0.090985,0.090978,0.074584,0.074579,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,40,8000,0.0,82,114,89,0.087211,114,79,0.087205,0.087211,0.087205,0.071402,0.071397,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,41,8200,0.0,82,114,89,0.083544,114,79,0.083538,0.083544,0.083538,0.068337,0.068331,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,42,8400,0.0,82,114,89,0.079986,114,79,0.079980,0.079986,0.079980,0.065385,0.065380,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,43,8600,0.0,82,114,89,0.076541,114,79,0.076535,0.076541,0.076535,0.062546,0.062540,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,44,8800,0.0,82,114,89,0.073208,114,79,0.073202,0.073208,0.073202,0.059816,0.059810,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,45,9000,0.0,82,114,89,0.069988,114,79,0.069983,0.069988,0.069983,0.057192,0.057187,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,46,9200,0.0,82,114,89,0.066882,114,79,0.066877,0.066882,0.066877,0.054670,0.054665,-0.000006,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,47,9400,0.0,82,114,89,0.063889,114,79,0.063884,0.063889,0.063884,0.052242,0.052236,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,48,9600,0.0,82,114,89,0.061008,114,79,0.061002,0.061008,0.061002,0.049904,0.049899,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,49,9800,0.0,82,114,89,0.058236,114,79,0.058231,0.058236,0.058231,0.047657,0.047652,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,50,10000,0.0,82,114,89,0.055573,114,79,0.055567,0.055573,0.055567,0.045497,0.045492,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,51,10200,0.0,82,114,89,0.053015,114,79,0.053010,0.053015,0.053010,0.043423,0.043418,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,52,10400,0.0,82,114,89,0.050561,114,79,0.050556,0.050561,0.050556,0.041433,0.041428,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,53,10600,0.0,82,114,89,0.048207,114,79,0.048202,0.048207,0.048202,0.039523,0.039519,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,54,10800,0.0,82,114,89,0.045952,114,79,0.045947,0.045952,0.045947,0.037693,0.037688,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,55,11000,0.0,82,114,89,0.043792,114,79,0.043787,0.043792,0.043787,0.035938,0.035934,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,56,11200,0.0,82,114,89,0.041724,114,79,0.041720,0.041724,0.041720,0.034258,0.034254,-0.000005,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,57,11400,0.0,82,114,89,0.039746,114,79,0.039742,0.039746,0.039742,0.032650,0.032646,-0.000004,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,58,11600,0.0,82,114,89,0.037855,114,79,0.037850,0.037855,0.037850,0.031111,0.031107,-0.000004,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,59,11800,0.0,82,114,89,0.036046,114,79,0.036042,0.036046,0.036042,0.029639,0.029635,-0.000004,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-20-883Z_r00020_d4.000_b82_t+0.00_rep3,20,3,9dbcb7d6,2.0,4.0,82,82,0.0,60,12000,0.0,82,114,89,0.034319,114,79,0.034314,0.034319,0.034314,0.028231,0.028227,-0.000004,1,15
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-22-517Z_r00021_d4.000_b90_t-0.15_rep2,21,2,9dbcb7d6,2.0,4.0,90,90,-0.15,0,0,0.0,90,90,89,0.271081,90,79,0.271079,0.000457,0.000455,0.034308,0.034306,-0.000002,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-22-517Z_r00021_d4.000_b90_t-0.15_rep2,21,2,9dbcb7d6,2.0,4.0,90,90,-0.15,1,200,0.0,90,90,89,0.272056,90,79,0.272054,0.030475,0.030473,0.063206,0.063204,-0.000002,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-22-517Z_r00021_d4.000_b90_t-0.15_rep2,21,2,9dbcb7d6,2.0,4.0,90,90,-0.15,2,400,0.0,90,90,89,0.271568,90,79,0.271566,0.055780,0.055778,0.087419,0.087417,-0.000002,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-22-517Z_r00021_d4.000_b90_t-0.15_rep2,21,2,9dbcb7d6,2.0,4.0,90,90,-0.15,3,600,0.0,90,90,89,0.269837,90,79,0.269834,0.076957,0.076954,0.107535,0.107533,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-22-517Z_r00021_d4.000_b90_t-0.15_rep2,21,2,9dbcb7d6,2.0,4.0,90,90,-0.15,4,800,0.0,90,90,89,0.267054,90,79,0.267051,0.094520,0.094517,0.124075,0.124073,-0.000003,0,
sol_phase311_16z_bridgeControlSweep_v1,2026-06-04T16-46-22-517Z_r00021_d4.000_b90_t-0.15_rep2,21,2,9dbcb7d6,2.0,4.0,90,90,-0.15,5,1000,0.0,90,90,89,0.263387,90,79,0.263385,0.108928,0.108925,0.137498,0.137495,-0.000003,0,
