schema,runId,runIndex,repIndex,wantId,pressCUsed,baseDampUsed,busThreshUsed,ampB,ampD,ampSum,tick,tMs,lateByMs,basin,sumAbsFlux,meanAbsP,maxAbsEdgeFlux,maxEdgeIndex,maxEdgeFrom,maxEdgeTo,maxEdgeFlux,concentration,flux_114_89,flux_114_79,flux_136_89,flux_136_79
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-35-545Z_r00021_rep2_want82_simul_ampB4.000_ampD5.550,21,2,82,2.0,5.0,0.5,4.0,5.55,9.55,55,11000,0.0,90,104.060353,1.069221,1.304981,511,82,23,1.304981,0.012541,0.078534,0.086001,-0.146283,-0.137438
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-35-545Z_r00021_rep2_want82_simul_ampB4.000_ampD5.550,21,2,82,2.0,5.0,0.5,4.0,5.55,9.55,56,11200,0.0,90,106.636753,1.008409,1.284048,511,82,23,1.284048,0.012041,0.068846,0.075471,-0.165624,-0.157784
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-35-545Z_r00021_rep2_want82_simul_ampB4.000_ampD5.550,21,2,82,2.0,5.0,0.5,4.0,5.55,9.55,57,11400,0.0,90,96.689963,0.946078,1.258594,511,82,23,1.258594,0.013017,0.054545,0.060200,-0.166439,-0.159751
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-35-545Z_r00021_rep2_want82_simul_ampB4.000_ampD5.550,21,2,82,2.0,5.0,0.5,4.0,5.55,9.55,58,11600,0.0,90,77.719691,0.886450,1.237602,511,82,23,1.237602,0.015924,0.038176,0.042946,-0.150683,-0.145041
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-35-545Z_r00021_rep2_want82_simul_ampB4.000_ampD5.550,21,2,82,2.0,5.0,0.5,4.0,5.55,9.55,59,11800,0.0,90,55.006268,0.833254,1.215889,511,82,23,1.215889,0.022105,0.022523,0.026667,-0.122344,-0.117436
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-35-545Z_r00021_rep2_want82_simul_ampB4.000_ampD5.550,21,2,82,2.0,5.0,0.5,4.0,5.55,9.55,60,12000,0.0,90,36.452744,0.788784,1.184031,511,82,23,1.184031,0.032481,0.009720,0.013554,-0.086928,-0.082377
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,0,0,0.0,90,1111.586418,3.536005,6.937833,536,82,19,6.937833,0.006241,0.336422,0.332481,-0.388818,-0.393532
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,1,200,0.0,90,1141.509994,3.544895,7.441089,536,82,19,7.441089,0.006519,0.409518,0.405229,-0.244121,-0.249239
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,2,400,0.0,90,1149.108581,3.549806,7.708175,536,82,19,7.708175,0.006708,0.466192,0.461474,-0.134214,-0.139832
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,3,600,0.0,90,1110.185533,3.527340,7.471967,536,82,19,7.471967,0.006730,0.507933,0.502799,-0.054443,-0.060546
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,4,800,0.0,90,966.503780,3.505898,6.092032,536,82,19,6.092032,0.006303,0.536608,0.531173,0.000416,-0.006035
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,5,1000,0.0,90,832.368055,3.488552,5.190615,181,90,128,5.190615,0.006236,0.554352,0.548823,0.036476,0.029926
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,6,1200,0.0,90,715.320565,3.457251,5.132601,181,90,128,5.132601,0.007175,0.562930,0.557592,0.058953,0.052644
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,7,1400,0.0,90,613.426303,3.413830,5.090955,181,90,128,5.090955,0.008299,0.563625,0.558814,0.071826,0.066158
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,8,1600,0.0,90,541.952317,3.359755,5.067240,181,90,128,5.067240,0.009350,0.557297,0.553364,0.078019,0.073408
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,9,1800,0.0,90,558.037097,3.301605,5.062387,181,90,128,5.062387,0.009072,0.544491,0.541752,0.079600,0.076419
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,10,2000,0.0,90,577.220614,3.249933,5.076396,181,90,128,5.076396,0.008795,0.525540,0.524234,0.077764,0.076290
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,11,2200,0.0,90,574.721459,3.188602,5.107533,181,90,128,5.107533,0.008887,0.500712,0.500955,0.072591,0.072957
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,12,2400,0.0,90,567.330547,3.126175,5.152682,181,90,128,5.152682,0.009082,0.470517,0.472287,0.063484,0.065656
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,13,2600,0.0,90,568.556851,3.065849,5.208274,181,90,128,5.208274,0.009161,0.435978,0.439132,0.049860,0.053663
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,14,2800,0.0,90,575.135390,3.013444,5.270919,181,90,128,5.270919,0.009165,0.398713,0.403030,0.031563,0.036731
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,15,3000,0.0,90,581.581519,2.986600,5.306867,181,90,128,5.306867,0.009125,0.360729,0.365969,0.003155,0.009399
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,16,3200,0.0,90,580.690008,2.955752,5.298012,181,90,128,5.298012,0.009124,0.323766,0.329670,-0.039862,-0.032851
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,17,3400,0.0,90,574.961480,2.921147,5.242040,181,90,128,5.242040,0.009117,0.288942,0.295217,-0.098592,-0.091160
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,18,3600,0.0,90,569.051413,2.889939,5.136901,181,90,128,5.136901,0.009027,0.256903,0.263227,-0.172687,-0.165212
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,19,3800,0.0,90,556.150965,2.857602,4.979556,181,90,128,4.979556,0.008954,0.228057,0.234111,-0.259612,-0.252468
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,20,4000,0.0,90,533.162472,2.821615,4.764742,181,90,128,4.764742,0.008937,0.202788,0.208299,-0.353854,-0.347355
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,21,4200,0.0,90,505.639583,2.783651,4.484717,181,90,128,4.484717,0.008869,0.181544,0.186335,-0.447176,-0.441525
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,22,4400,0.0,90,474.347709,2.743962,4.129323,181,90,128,4.129323,0.008705,0.164774,0.168797,-0.530213,-0.525465
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,23,4600,0.0,90,437.981884,2.700981,3.685965,181,90,128,3.685965,0.008416,0.152765,0.156104,-0.594715,-0.590769
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,24,4800,0.0,90,394.243290,2.652113,3.149428,511,82,23,3.149428,0.007989,0.145458,0.148316,-0.635309,-0.631925
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,25,5000,0.0,90,342.713498,2.595709,3.074796,511,82,23,3.074796,0.008972,0.142341,0.144997,-0.650029,-0.646879
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,26,5200,0.0,90,283.948421,2.532176,2.974296,511,82,23,2.974296,0.010475,0.142436,0.145191,-0.639694,-0.636423
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,27,5400,0.0,82,219.736869,2.461145,2.937752,511,82,23,2.937752,0.013369,0.144357,0.147472,-0.606751,-0.603052
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,28,5600,0.0,82,213.183577,2.382107,2.977495,511,82,23,2.977495,0.013967,0.146397,0.150042,-0.554471,-0.550142
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,29,5800,0.0,82,233.792393,2.295833,3.052046,511,82,23,3.052046,0.013055,0.146687,0.150906,-0.486800,-0.481789
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,30,6000,0.0,90,235.131320,2.202812,3.110778,511,82,23,3.110778,0.013230,0.143505,0.148219,-0.408296,-0.402700
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,31,6200,0.0,90,219.646353,2.105428,3.109818,511,82,23,3.109818,0.014158,0.135759,0.140808,-0.323683,-0.317694
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,32,6400,0.0,90,192.366225,2.008295,2.986051,511,82,23,2.986051,0.015523,0.123423,0.128633,-0.237180,-0.231005
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,33,6600,0.0,90,158.309649,1.913511,2.769456,511,82,23,2.769456,0.017494,0.107612,0.112771,-0.152109,-0.146002
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,34,6800,0.0,90,123.154106,1.825687,2.557186,511,82,23,2.557186,0.020764,0.090173,0.095027,-0.071122,-0.065387
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,35,7000,0.0,90,90.412377,1.746194,2.393510,511,82,23,2.393510,0.026473,0.072803,0.077180,0.004750,0.009907
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,36,7200,0.0,90,63.101331,1.675931,2.255895,511,82,23,2.255895,0.035750,0.056258,0.060229,0.074760,0.079425
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,37,7400,0.0,90,63.172920,1.615176,2.102617,511,82,23,2.102617,0.033284,0.040254,0.044186,0.136583,0.141197
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,38,7600,0.0,90,84.799516,1.563014,1.906678,511,82,23,1.906678,0.022485,0.024230,0.028632,0.187697,0.192868
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,39,7800,0.0,90,103.189407,1.518778,1.686762,511,82,23,1.686762,0.016346,0.008367,0.013618,0.227006,0.233191
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,40,8000,0.0,90,118.681033,1.481580,1.505133,511,82,23,1.505133,0.012682,-0.006000,0.000169,0.255356,0.262641
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,41,8200,0.0,90,129.281422,1.449531,1.395601,511,82,23,1.395601,0.010795,-0.016888,-0.010017,0.274656,0.282786
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,42,8400,0.0,90,134.915873,1.421467,1.336761,511,82,23,1.336761,0.009908,-0.022687,-0.015411,0.286559,0.295180
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,43,8600,0.0,90,136.620216,1.396596,1.289150,511,82,23,1.289150,0.009436,-0.022980,-0.015461,0.291703,0.300622
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,44,8800,0.0,90,134.879439,1.374201,1.292225,149,90,78,1.292225,0.009581,-0.018619,-0.010804,0.289867,0.299147
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,45,9000,0.0,90,132.654178,1.354130,1.370505,152,90,13,1.370505,0.010331,-0.011064,-0.002796,0.280745,0.290579
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,46,9200,0.0,90,133.476347,1.336119,1.436552,152,90,13,1.436552,0.010763,-0.001559,0.007235,0.264633,0.275105
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,47,9400,0.0,90,136.225659,1.319600,1.485789,152,90,13,1.485789,0.010907,0.009280,0.018469,0.242512,0.253467
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,48,9600,0.0,90,142.287350,1.304293,1.555249,169,90,79,1.555249,0.010930,0.021280,0.030582,0.215679,0.226777
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,49,9800,0.0,90,149.138786,1.287212,1.586877,169,90,79,1.586877,0.010640,0.034244,0.043381,0.180915,0.191818
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,50,10000,0.0,90,148.438613,1.268094,1.486912,169,90,79,1.486912,0.010017,0.047683,0.056527,0.131526,0.142076
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,51,10200,0.0,90,137.070507,1.244076,1.259236,511,82,23,1.259236,0.009187,0.060671,0.069268,0.071312,0.081556
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,52,10400,0.0,82,115.669010,1.211809,1.269862,511,82,23,1.269862,0.010978,0.071841,0.080292,0.006262,0.016318
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,53,10600,0.0,82,92.012779,1.173577,1.291245,511,82,23,1.291245,0.014033,0.079541,0.087859,-0.056169,-0.046289
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,54,10800,0.0,82,88.304594,1.124952,1.307665,511,82,23,1.307665,0.014809,0.082129,0.090161,-0.108807,-0.099280
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,55,11000,0.0,90,104.060353,1.069221,1.304981,511,82,23,1.304981,0.012541,0.078534,0.086001,-0.146283,-0.137438
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,56,11200,0.0,90,106.636753,1.008409,1.284048,511,82,23,1.284048,0.012041,0.068846,0.075471,-0.165624,-0.157784
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,57,11400,0.0,90,96.689963,0.946078,1.258594,511,82,23,1.258594,0.013017,0.054545,0.060200,-0.166439,-0.159751
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,58,11600,0.0,90,77.719691,0.886450,1.237602,511,82,23,1.237602,0.015924,0.038176,0.042946,-0.150683,-0.145041
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,59,11800,0.0,90,55.006268,0.833254,1.215889,511,82,23,1.215889,0.022105,0.022523,0.026667,-0.122344,-0.117436
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-37-151Z_r00022_rep3_want82_simul_ampB4.000_ampD5.550,22,3,82,2.0,5.0,0.5,4.0,5.55,9.55,60,12000,0.0,90,36.452744,0.788784,1.184031,511,82,23,1.184031,0.032481,0.009720,0.013554,-0.086928,-0.082377
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,0,0,0.0,90,1111.586418,3.536005,6.937833,536,82,19,6.937833,0.006241,0.336422,0.332481,-0.388818,-0.393532
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,1,200,0.0,90,1141.509994,3.544895,7.441089,536,82,19,7.441089,0.006519,0.409518,0.405229,-0.244121,-0.249239
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,2,400,0.0,90,1149.108581,3.549806,7.708175,536,82,19,7.708175,0.006708,0.466192,0.461474,-0.134214,-0.139832
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,3,600,0.0,90,1110.185533,3.527340,7.471967,536,82,19,7.471967,0.006730,0.507933,0.502799,-0.054443,-0.060546
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,4,800,0.0,90,966.503780,3.505898,6.092032,536,82,19,6.092032,0.006303,0.536608,0.531173,0.000416,-0.006035
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,5,1000,0.0,90,832.368055,3.488552,5.190615,181,90,128,5.190615,0.006236,0.554352,0.548823,0.036476,0.029926
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,6,1200,0.0,90,715.320565,3.457251,5.132601,181,90,128,5.132601,0.007175,0.562930,0.557592,0.058953,0.052644
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,7,1400,0.0,90,613.426303,3.413830,5.090955,181,90,128,5.090955,0.008299,0.563625,0.558814,0.071826,0.066158
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,8,1600,0.0,90,541.952317,3.359755,5.067240,181,90,128,5.067240,0.009350,0.557297,0.553364,0.078019,0.073408
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,9,1800,0.0,90,558.037097,3.301605,5.062387,181,90,128,5.062387,0.009072,0.544491,0.541752,0.079600,0.076419
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,10,2000,0.0,90,577.220614,3.249933,5.076396,181,90,128,5.076396,0.008795,0.525540,0.524234,0.077764,0.076290
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,11,2200,0.0,90,574.721459,3.188602,5.107533,181,90,128,5.107533,0.008887,0.500712,0.500955,0.072591,0.072957
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,12,2400,0.0,90,567.330547,3.126175,5.152682,181,90,128,5.152682,0.009082,0.470517,0.472287,0.063484,0.065656
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,13,2600,0.0,90,568.556851,3.065849,5.208274,181,90,128,5.208274,0.009161,0.435978,0.439132,0.049860,0.053663
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,14,2800,0.0,90,575.135390,3.013444,5.270919,181,90,128,5.270919,0.009165,0.398713,0.403030,0.031563,0.036731
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,15,3000,0.0,90,581.581519,2.986600,5.306867,181,90,128,5.306867,0.009125,0.360729,0.365969,0.003155,0.009399
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,16,3200,0.0,90,580.690008,2.955752,5.298012,181,90,128,5.298012,0.009124,0.323766,0.329670,-0.039862,-0.032851
3.11.16m_fineBoundarySigmoidMap_v1,2026-05-30T21-46-38-755Z_r00023_rep4_want82_simul_ampB4.000_ampD5.550,23,4,82,2.0,5.0,0.5,4.0,5.55,9.55,17,3400,0.0,90,574.961480,2.921147,5.242040,181,90,128,5.242040,0.009117,0.288942,0.295217,-0.098592,-0.091160
