schema,runId,runIndex,repIndex,pressCBase,pressCUsed,dampUsed,dt,everyMs,totalTicks,settleTicks,capLawHash,capLawSig,capLawApplied,capLawDtUsed,gain,multB,multD,offset,ampB0,ampD,ratioBD,injectTick114,injectTick136,arbiter_tick,arbiter_edge,arbiter_owner,handshake_tick,handshake_applied,first114Max_tick,first136Max_tick,precedence,deltaTicks,fastFollow,packetClass,peak114_abs,peak136_abs,cross_peakAbs_89_79,visibilityStateStart,wasHidden
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-02-010Z_r00020_d10.000_rep8,20,8,2.0,2.0,10,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,5,136->89,136,6,1,8,5,136_first,3,1,136_then_114_fast,0.12101532023472515,0.11753123369683396,1.681985927642496e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-03-636Z_r00021_d15.000_rep1,21,1,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-05-263Z_r00022_d8.000_rep10,22,10,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-06-890Z_r00023_d6.000_rep9,23,9,2.0,2.0,6,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,9,136->89,136,10,1,13,9,136_first,4,1,136_then_114_fast,0.14725969484470347,0.1482421584653083,3.6497410557998146e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-08-519Z_r00024_d15.000_rep9,24,9,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-10-138Z_r00025_d12.000_rep8,25,8,2.0,2.0,12,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,4,136->89,136,5,1,7,4,136_first,3,1,136_then_114_fast,0.11107914706125623,0.10721417517621204,1.2480278487723735e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,2.0,2.0,20,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,2,136->89,136,3,1,5,2,136_first,3,1,136_then_114_fast,0.08419448722983018,0.08026368312292444,5.16292940544705e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,2.0,2.0,4,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,14,136->89,136,15,1,18,14,136_first,4,1,136_then_114_fast,0.16342365032530184,0.1727342904496539,6.282923690762349e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-16-637Z_r00029_d15.000_rep5,29,5,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-18-268Z_r00030_d15.000_rep8,30,8,2.0,2.0,15,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,3,136->89,136,4,1,6,3,136_first,3,1,136_then_114_fast,0.09896757454873646,0.09500020606644878,8.549116201854611e-07,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-19-889Z_r00031_d8.000_rep12,31,12,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-21-513Z_r00032_d8.000_rep9,32,9,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-23-138Z_r00033_d8.000_rep7,33,7,2.0,2.0,8,0.12,200,61,3,9dbcb7d6,"{""enabled"": true, ""lawFamily"": ""power"", ""proxy"": ""degree"", ""alpha"": 0.8, ""k0"": null, ""dt0"": 0.12, ""kDtGamma"": 0.0, ""lambda"": 0.0, ""clampMin"": 0.25, ""clampMax"": 5000.0, ""anchor"": {""nodeId"": 89, ""smRef"": 3774.0}, ""includeBackgroundEdges"": false, ""writeTo"": ""both""}",true,0.12,22,1.144,1.0,1,100.672,126.5,0.7958260869565217,1,0,6,136->89,136,7,1,10,6,136_first,4,1,136_then_114_fast,0.13387963016623375,0.1307252499772666,2.3897062096830623e-06,visible,False
