schema,runId,runIndex,repIndex,capLawHash,pressCUsed,dampUsed,tick,tMs,lateByMs,basin,max1_from,max1_to,max1_absFlux,max2_from,max2_to,max2_absFlux,flux_114_89,flux_114_79,flux_136_89,flux_136_79,flux_89_79,handshake_pending,handshake_applied_tick
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,43,8600,0.0,82,104,114,0.001966,114,89,0.001966,0.001966,0.001966,0.001628,0.001628,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,44,8800,0.0,82,104,114,0.001744,114,89,0.001744,0.001744,0.001744,0.001444,0.001444,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,45,9000,0.0,82,104,114,0.001547,114,89,0.001547,0.001547,0.001546,0.001281,0.001281,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,46,9200,0.0,82,104,114,0.001372,114,89,0.001372,0.001372,0.001371,0.001137,0.001137,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,47,9400,0.0,82,104,114,0.001216,114,89,0.001216,0.001216,0.001216,0.001008,0.001008,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,48,9600,0.0,82,104,114,0.001079,114,89,0.001079,0.001079,0.001079,0.000894,0.000894,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,49,9800,0.0,82,104,114,0.000957,114,89,0.000957,0.000957,0.000957,0.000793,0.000793,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,50,10000,0.0,82,104,114,0.000848,114,89,0.000848,0.000848,0.000848,0.000703,0.000703,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,51,10200,0.0,82,104,114,0.000752,114,89,0.000752,0.000752,0.000752,0.000624,0.000624,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,52,10400,0.0,82,104,114,0.000667,114,89,0.000667,0.000667,0.000667,0.000553,0.000553,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,53,10600,0.0,82,104,114,0.000592,114,89,0.000592,0.000592,0.000592,0.000490,0.000490,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,54,10800,0.0,82,104,114,0.000525,114,89,0.000525,0.000525,0.000525,0.000435,0.000435,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,55,11000,0.0,82,104,114,0.000465,114,89,0.000465,0.000465,0.000465,0.000386,0.000386,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,56,11200,0.0,82,104,114,0.000413,114,89,0.000413,0.000413,0.000413,0.000342,0.000342,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,57,11400,0.0,82,104,114,0.000366,114,89,0.000366,0.000366,0.000366,0.000303,0.000303,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,58,11600,0.0,82,104,114,0.000325,114,89,0.000325,0.000325,0.000325,0.000269,0.000269,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,59,11800,0.0,82,104,114,0.000288,114,89,0.000288,0.000288,0.000288,0.000239,0.000239,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-11-760Z_r00026_d20.000_rep8,26,8,9dbcb7d6,2.0,20,60,12000,0.0,82,104,114,0.000255,114,89,0.000255,0.000255,0.000255,0.000212,0.000212,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,0,0,0.0,82,90,89,0.245998,90,79,0.245996,0.000461,0.000459,0.034308,0.034306,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,1,200,0.0,82,90,89,0.243047,90,79,0.243045,0.031048,0.031046,0.063207,0.063204,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,2,400,0.0,82,90,89,0.239347,90,79,0.239345,0.056833,0.056830,0.087419,0.087417,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,3,600,0.0,82,90,89,0.235027,90,79,0.235024,0.078410,0.078407,0.107535,0.107533,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,4,800,0.0,82,90,89,0.230198,90,79,0.230195,0.096306,0.096303,0.124076,0.124073,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,5,1000,0.0,82,90,89,0.224959,90,79,0.224957,0.110986,0.110983,0.137498,0.137495,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,6,1200,0.0,82,90,89,0.219397,90,79,0.219394,0.122861,0.122858,0.148208,0.148205,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,7,1400,0.0,82,90,89,0.213584,90,79,0.213581,0.132295,0.132292,0.156560,0.156557,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,8,1600,0.0,82,90,89,0.207586,90,79,0.207583,0.139607,0.139604,0.162871,0.162868,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,9,1800,0.0,82,90,89,0.201459,90,79,0.201456,0.145081,0.145077,0.167416,0.167412,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,10,2000,0.0,82,90,89,0.195252,90,79,0.195249,0.148966,0.148962,0.170438,0.170434,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,11,2200,0.0,82,90,89,0.189006,90,79,0.189002,0.151481,0.151477,0.172152,0.172148,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,12,2400,0.0,82,90,89,0.182719,90,79,0.182715,0.152821,0.152816,0.172734,0.172730,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,13,2600,0.0,82,90,89,0.176412,90,79,0.176408,0.153155,0.153150,0.172344,0.172340,-0.000004,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,14,2800,0.0,82,136,89,0.171128,136,79,0.171124,0.152634,0.152629,0.171128,0.171124,-0.000005,1,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,15,3000,0.0,82,136,89,0.169214,136,79,0.169210,0.157449,0.157445,0.169214,0.169210,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,16,3200,0.0,82,136,89,0.166716,136,79,0.166712,0.160713,0.160708,0.166716,0.166712,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,17,3400,0.0,82,136,89,0.163732,136,79,0.163728,0.162640,0.162635,0.163732,0.163728,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,18,3600,0.0,82,114,89,0.163424,114,79,0.163418,0.163424,0.163418,0.160350,0.160345,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,19,3800,0.0,82,114,89,0.163231,114,79,0.163226,0.163231,0.163226,0.156645,0.156640,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,20,4000,0.0,82,114,89,0.162211,114,79,0.162205,0.162211,0.162205,0.152684,0.152678,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,21,4200,0.0,82,114,89,0.160492,114,79,0.160486,0.160492,0.160486,0.148524,0.148519,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,22,4400,0.0,82,114,89,0.158189,114,79,0.158183,0.158189,0.158183,0.144217,0.144212,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,23,4600,0.0,82,114,89,0.155402,114,79,0.155396,0.155402,0.155396,0.139806,0.139800,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,24,4800,0.0,82,114,89,0.152217,114,79,0.152211,0.152217,0.152211,0.135328,0.135322,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,25,5000,0.0,82,114,89,0.148712,114,79,0.148705,0.148712,0.148705,0.130816,0.130811,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,26,5200,0.0,82,114,89,0.144951,114,79,0.144945,0.144951,0.144945,0.126299,0.126293,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,27,5400,0.0,82,114,89,0.140994,114,79,0.140988,0.140994,0.140988,0.121799,0.121793,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,28,5600,0.0,82,114,89,0.136891,114,79,0.136884,0.136891,0.136884,0.117338,0.117332,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,29,5800,0.0,82,114,89,0.132684,114,79,0.132677,0.132684,0.132677,0.112932,0.112926,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,30,6000,0.0,82,114,89,0.128410,114,79,0.128404,0.128410,0.128404,0.108595,0.108589,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,31,6200,0.0,82,114,89,0.124103,114,79,0.124097,0.124103,0.124097,0.104347,0.104342,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,32,6400,0.0,82,114,89,0.119790,114,79,0.119784,0.119790,0.119784,0.100211,0.100206,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,33,6600,0.0,82,114,89,0.115494,114,79,0.115487,0.115494,0.115487,0.096191,0.096185,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,34,6800,0.0,82,114,89,0.111234,114,79,0.111228,0.111234,0.111228,0.092289,0.092283,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,35,7000,0.0,82,114,89,0.107029,114,79,0.107022,0.107029,0.107022,0.088507,0.088501,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,36,7200,0.0,82,114,89,0.102890,114,79,0.102884,0.102890,0.102884,0.084845,0.084839,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,37,7400,0.0,82,114,89,0.098831,114,79,0.098825,0.098831,0.098825,0.081305,0.081299,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,38,7600,0.0,82,114,89,0.094860,114,79,0.094854,0.094860,0.094854,0.077885,0.077879,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,39,7800,0.0,82,114,89,0.090985,114,79,0.090978,0.090985,0.090978,0.074584,0.074579,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,40,8000,0.0,82,114,89,0.087211,114,79,0.087205,0.087211,0.087205,0.071402,0.071397,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,41,8200,0.0,82,114,89,0.083544,114,79,0.083538,0.083544,0.083538,0.068337,0.068331,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,42,8400,0.0,82,114,89,0.079986,114,79,0.079980,0.079986,0.079980,0.065385,0.065380,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,43,8600,0.0,82,114,89,0.076541,114,79,0.076535,0.076541,0.076535,0.062546,0.062540,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,44,8800,0.0,82,114,89,0.073208,114,79,0.073202,0.073208,0.073202,0.059816,0.059810,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,45,9000,0.0,82,114,89,0.069988,114,79,0.069983,0.069988,0.069983,0.057192,0.057187,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,46,9200,0.0,82,114,89,0.066882,114,79,0.066877,0.066882,0.066877,0.054670,0.054665,-0.000006,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,47,9400,0.0,82,114,89,0.063889,114,79,0.063884,0.063889,0.063884,0.052242,0.052236,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,48,9600,0.0,82,114,89,0.061008,114,79,0.061002,0.061008,0.061002,0.049904,0.049899,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,49,9800,0.0,82,114,89,0.058236,114,79,0.058231,0.058236,0.058231,0.047657,0.047652,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,50,10000,0.0,82,114,89,0.055573,114,79,0.055567,0.055573,0.055567,0.045497,0.045492,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,51,10200,0.0,82,114,89,0.053015,114,79,0.053010,0.053015,0.053010,0.043423,0.043418,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,52,10400,0.0,82,114,89,0.050561,114,79,0.050556,0.050561,0.050556,0.041433,0.041428,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,53,10600,0.0,82,114,89,0.048207,114,79,0.048202,0.048207,0.048202,0.039523,0.039519,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,54,10800,0.0,82,114,89,0.045952,114,79,0.045947,0.045952,0.045947,0.037693,0.037688,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,55,11000,0.0,82,114,89,0.043792,114,79,0.043787,0.043792,0.043787,0.035938,0.035934,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,56,11200,0.0,82,114,89,0.041724,114,79,0.041720,0.041724,0.041720,0.034258,0.034254,-0.000005,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,57,11400,0.0,82,114,89,0.039746,114,79,0.039742,0.039746,0.039742,0.032650,0.032646,-0.000004,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,58,11600,0.0,82,114,89,0.037855,114,79,0.037850,0.037855,0.037850,0.031111,0.031107,-0.000004,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,59,11800,0.0,82,114,89,0.036046,114,79,0.036042,0.036046,0.036042,0.029639,0.029635,-0.000004,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-13-388Z_r00027_d4.000_rep9,27,9,9dbcb7d6,2.0,4,60,12000,0.0,82,114,89,0.034319,114,79,0.034314,0.034319,0.034314,0.028231,0.028227,-0.000004,1,15
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,0,0,0.0,82,90,89,0.152913,90,79,0.152912,0.000252,0.000251,0.033529,0.033528,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,1,200,0.0,82,90,89,0.147372,90,79,0.147371,0.030143,0.030141,0.060394,0.060393,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,2,400,0.0,82,90,89,0.141414,90,79,0.141412,0.054074,0.054072,0.081604,0.081602,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,3,600,0.0,82,82,23,0.137652,90,89,0.135175,0.072927,0.072925,0.098010,0.098008,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,4,800,0.0,82,82,23,0.133476,90,89,0.128771,0.087467,0.087466,0.110351,0.110350,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,5,1000,0.0,82,82,23,0.128705,90,89,0.122295,0.098362,0.098360,0.119269,0.119268,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,6,1200,0.0,82,136,89,0.125318,136,79,0.125317,0.106188,0.106186,0.125318,0.125317,-0.000002,1,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,7,1400,0.0,82,136,89,0.128978,136,79,0.128977,0.117300,0.117298,0.128978,0.128977,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,8,1600,0.0,82,136,89,0.130662,136,79,0.130661,0.125121,0.125120,0.130662,0.130661,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,9,1800,0.0,82,136,89,0.130725,136,79,0.130724,0.130191,0.130189,0.130725,0.130724,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,10,2000,0.0,82,114,89,0.132977,114,79,0.132975,0.132977,0.132975,0.129472,0.129471,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,11,2200,0.0,82,114,89,0.133880,114,79,0.133878,0.133880,0.133878,0.127164,0.127162,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,12,2400,0.0,82,114,89,0.133246,114,79,0.133244,0.133246,0.133244,0.124013,0.124011,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,13,2600,0.0,82,114,89,0.131371,114,79,0.131369,0.131371,0.131369,0.120204,0.120202,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,14,2800,0.0,82,114,89,0.128509,114,79,0.128507,0.128509,0.128507,0.115900,0.115898,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,15,3000,0.0,82,114,89,0.124876,114,79,0.124874,0.124876,0.124874,0.111236,0.111234,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,16,3200,0.0,82,114,89,0.120654,114,79,0.120652,0.120654,0.120652,0.106327,0.106325,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,17,3400,0.0,82,114,89,0.115998,114,79,0.115995,0.115998,0.115995,0.101269,0.101267,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,18,3600,0.0,82,114,89,0.111037,114,79,0.111034,0.111037,0.111034,0.096141,0.096138,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,19,3800,0.0,82,114,89,0.105880,114,79,0.105878,0.105880,0.105878,0.091007,0.091005,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,20,4000,0.0,82,114,89,0.100617,114,79,0.100615,0.100617,0.100615,0.085921,0.085919,-0.000002,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-15-012Z_r00028_d8.000_rep2,28,2,9dbcb7d6,2.0,8,21,4200,0.0,82,114,89,0.095322,114,79,0.095320,0.095322,0.095320,0.080925,0.080923,-0.000002,1,7
