schema,runId,runIndex,repIndex,capLawHash,pressCUsed,dampUsed,tick,tMs,lateByMs,basin,max1_from,max1_to,max1_absFlux,max2_from,max2_to,max2_absFlux,flux_114_89,flux_114_79,flux_136_89,flux_136_79,flux_89_79,handshake_pending,handshake_applied_tick
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-36-141Z_r00041_d8.000_rep5,41,5,9dbcb7d6,2.0,8,59,11800,0.0,82,114,89,0.004528,104,114,0.004528,0.004528,0.004527,0.003793,0.003792,-0.000001,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-36-141Z_r00041_d8.000_rep5,41,5,9dbcb7d6,2.0,8,60,12000,0.0,82,114,89,0.004127,104,114,0.004126,0.004127,0.004126,0.003462,0.003462,-0.000001,1,7
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,0,0,0.0,82,90,89,0.216274,90,79,0.216273,0.000393,0.000391,0.034110,0.034108,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,1,200,0.0,82,90,89,0.212248,90,79,0.212246,0.030803,0.030801,0.062488,0.062486,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,2,400,0.0,82,90,89,0.207554,90,79,0.207552,0.056111,0.056109,0.085918,0.085916,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,3,600,0.0,82,90,89,0.202325,90,79,0.202323,0.076976,0.076974,0.105051,0.105049,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,4,800,0.0,82,90,89,0.196679,90,79,0.196677,0.093980,0.093977,0.120457,0.120455,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,5,1000,0.0,82,90,89,0.190714,90,79,0.190712,0.107634,0.107632,0.132639,0.132637,-0.000002,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,6,1200,0.0,82,90,89,0.184518,90,79,0.184516,0.118390,0.118387,0.142038,0.142035,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,7,1400,0.0,82,90,89,0.178165,90,79,0.178162,0.126644,0.126641,0.149041,0.149038,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,8,1600,0.0,82,90,89,0.171717,90,79,0.171715,0.132745,0.132742,0.153989,0.153986,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,9,1800,0.0,82,82,23,0.165441,90,89,0.165231,0.136999,0.136996,0.157180,0.157177,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,10,2000,0.0,82,82,23,0.159765,136,89,0.158875,0.139677,0.139674,0.158875,0.158872,-0.000003,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,11,2200,0.0,82,136,89,0.159304,136,79,0.159301,0.141013,0.141010,0.159304,0.159301,-0.000003,1,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,12,2400,0.0,82,136,89,0.158654,136,79,0.158651,0.147224,0.147220,0.158654,0.158651,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,13,2600,0.0,82,136,89,0.157096,136,79,0.157093,0.151481,0.151477,0.157096,0.157093,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,14,2800,0.0,82,136,89,0.154782,136,79,0.154779,0.154070,0.154066,0.154782,0.154779,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,15,3000,0.0,82,114,89,0.155242,114,79,0.155238,0.155242,0.155238,0.151847,0.151844,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,16,3200,0.0,82,114,89,0.155217,114,79,0.155213,0.155217,0.155213,0.148407,0.148404,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,17,3400,0.0,82,114,89,0.154186,114,79,0.154182,0.154186,0.154182,0.144564,0.144560,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,18,3600,0.0,82,114,89,0.152317,114,79,0.152313,0.152317,0.152313,0.140406,0.140402,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,19,3800,0.0,82,114,89,0.149756,114,79,0.149752,0.149756,0.149752,0.136008,0.136004,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,20,4000,0.0,82,114,89,0.146631,114,79,0.146627,0.146631,0.146627,0.131437,0.131433,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,21,4200,0.0,82,114,89,0.143052,114,79,0.143047,0.143052,0.143047,0.126749,0.126744,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,22,4400,0.0,82,114,89,0.139114,114,79,0.139110,0.139114,0.139110,0.121991,0.121987,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,23,4600,0.0,82,114,89,0.134901,114,79,0.134896,0.134901,0.134896,0.117206,0.117202,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,24,4800,0.0,82,114,89,0.130484,114,79,0.130479,0.130484,0.130479,0.112428,0.112424,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,25,5000,0.0,82,114,89,0.125924,114,79,0.125919,0.125924,0.125919,0.107687,0.107682,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,26,5200,0.0,82,114,89,0.121273,114,79,0.121268,0.121273,0.121268,0.103006,0.103001,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,27,5400,0.0,82,114,89,0.116577,114,79,0.116572,0.116577,0.116572,0.098405,0.098401,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,28,5600,0.0,82,114,89,0.111872,114,79,0.111867,0.111872,0.111867,0.093903,0.093899,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,29,5800,0.0,82,114,89,0.107191,114,79,0.107186,0.107191,0.107186,0.089511,0.089507,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,30,6000,0.0,82,114,89,0.102561,114,79,0.102556,0.102561,0.102556,0.085240,0.085236,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,31,6200,0.0,82,114,89,0.098002,114,79,0.097998,0.098002,0.097998,0.081105,0.081101,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,32,6400,0.0,82,114,89,0.093535,114,79,0.093530,0.093535,0.093530,0.077121,0.077117,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,33,6600,0.0,82,114,89,0.089172,114,79,0.089167,0.089172,0.089167,0.073289,0.073285,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,34,6800,0.0,82,114,89,0.084925,114,79,0.084921,0.084925,0.084921,0.069609,0.069605,-0.000005,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,35,7000,0.0,82,114,89,0.080805,114,79,0.080800,0.080805,0.080800,0.066079,0.066075,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,36,7200,0.0,82,114,89,0.076816,114,79,0.076811,0.076816,0.076811,0.062698,0.062694,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,37,7400,0.0,82,114,89,0.072965,114,79,0.072960,0.072965,0.072960,0.059463,0.059459,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,38,7600,0.0,82,114,89,0.069253,114,79,0.069249,0.069253,0.069249,0.056370,0.056366,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,39,7800,0.0,82,114,89,0.065684,114,79,0.065680,0.065684,0.065680,0.053418,0.053414,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,40,8000,0.0,82,114,89,0.062257,114,79,0.062253,0.062257,0.062253,0.050601,0.050597,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,41,8200,0.0,82,114,89,0.058972,114,79,0.058968,0.058972,0.058968,0.047916,0.047912,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,42,8400,0.0,82,114,89,0.055828,114,79,0.055824,0.055828,0.055824,0.045358,0.045354,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,43,8600,0.0,82,114,89,0.052823,114,79,0.052819,0.052823,0.052819,0.042924,0.042920,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,44,8800,0.0,82,114,89,0.049954,114,79,0.049950,0.049954,0.049950,0.040608,0.040605,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,45,9000,0.0,82,114,89,0.047218,114,79,0.047214,0.047218,0.047214,0.038407,0.038404,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,46,9200,0.0,82,114,89,0.044611,114,79,0.044608,0.044611,0.044608,0.036314,0.036311,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,47,9400,0.0,82,114,89,0.042131,114,79,0.042127,0.042131,0.042127,0.034322,0.034318,-0.000004,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,48,9600,0.0,82,114,89,0.039772,114,79,0.039768,0.039772,0.039768,0.032426,0.032423,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,49,9800,0.0,82,114,89,0.037531,114,79,0.037528,0.037531,0.037528,0.030624,0.030620,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,50,10000,0.0,82,114,89,0.035404,114,79,0.035401,0.035404,0.035401,0.028911,0.028908,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,51,10200,0.0,82,114,89,0.033386,114,79,0.033383,0.033386,0.033383,0.027286,0.027283,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,52,10400,0.0,82,114,89,0.031473,114,79,0.031470,0.031473,0.031470,0.025744,0.025741,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,53,10600,0.0,82,114,89,0.029660,114,79,0.029657,0.029660,0.029657,0.024281,0.024279,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,54,10800,0.0,82,114,89,0.027945,114,79,0.027942,0.027945,0.027942,0.022896,0.022893,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,55,11000,0.0,82,114,89,0.026321,114,79,0.026318,0.026321,0.026318,0.021583,0.021580,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,56,11200,0.0,82,114,89,0.024785,114,79,0.024782,0.024785,0.024782,0.020340,0.020337,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,57,11400,0.0,82,114,89,0.023333,114,79,0.023331,0.023333,0.023331,0.019164,0.019161,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,58,11600,0.0,82,114,89,0.021961,114,79,0.021959,0.021961,0.021959,0.018052,0.018049,-0.000003,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,59,11800,0.0,82,114,89,0.020666,114,79,0.020663,0.020666,0.020663,0.017000,0.016997,-0.000002,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-37-763Z_r00042_d5.000_rep7,42,7,9dbcb7d6,2.0,5,60,12000,0.0,82,114,89,0.019443,114,79,0.019440,0.019443,0.019440,0.016006,0.016004,-0.000002,1,12
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,0,0,0.0,82,82,23,0.087885,82,89,0.082981,0.000108,0.000107,0.032237,0.032237,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,1,200,0.0,82,82,23,0.085274,82,89,0.080523,0.028839,0.028839,0.055849,0.055848,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,2,400,0.0,82,82,23,0.081737,82,89,0.077188,0.049830,0.049830,0.072548,0.072547,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,3,600,0.0,82,136,89,0.083746,136,79,0.083746,0.064623,0.064623,0.083746,0.083746,-0.000001,1,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,4,800,0.0,82,136,89,0.090611,136,79,0.090611,0.080107,0.080106,0.090611,0.090611,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,5,1000,0.0,82,136,89,0.094101,136,79,0.094101,0.090231,0.090230,0.094101,0.094101,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,6,1200,0.0,82,114,89,0.096147,114,79,0.096147,0.096147,0.096147,0.095000,0.095000,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,7,1400,0.0,82,114,89,0.098803,114,79,0.098802,0.098803,0.098802,0.093944,0.093943,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,8,1600,0.0,82,114,89,0.098968,114,79,0.098967,0.098968,0.098967,0.091444,0.091444,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,9,1800,0.0,82,114,89,0.097267,114,79,0.097267,0.097267,0.097267,0.087913,0.087912,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,10,2000,0.0,82,114,89,0.094205,114,79,0.094204,0.094205,0.094204,0.083676,0.083675,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,11,2200,0.0,82,114,89,0.090182,114,79,0.090181,0.090182,0.090181,0.078990,0.078989,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,12,2400,0.0,82,114,89,0.085517,114,79,0.085516,0.085517,0.085516,0.074050,0.074049,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,13,2600,0.0,82,114,89,0.080459,114,79,0.080458,0.080459,0.080458,0.069007,0.069007,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,14,2800,0.0,82,114,89,0.075203,114,79,0.075203,0.075203,0.075203,0.063982,0.063981,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,15,3000,0.0,82,114,89,0.069897,114,79,0.069896,0.069897,0.069896,0.059062,0.059061,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,16,3200,0.0,82,114,89,0.064652,114,79,0.064651,0.064652,0.064651,0.054311,0.054310,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,17,3400,0.0,82,114,89,0.059550,114,79,0.059549,0.059550,0.059549,0.049774,0.049773,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,18,3600,0.0,82,114,89,0.054649,114,79,0.054648,0.054649,0.054648,0.045479,0.045478,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,19,3800,0.0,82,114,89,0.049989,114,79,0.049988,0.049989,0.049988,0.041444,0.041443,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,20,4000,0.0,82,114,89,0.045595,114,79,0.045594,0.045595,0.045594,0.037678,0.037677,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,21,4200,0.0,82,114,89,0.041481,114,79,0.041480,0.041481,0.041480,0.034180,0.034179,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,22,4400,0.0,82,114,89,0.037651,114,79,0.037650,0.037651,0.037650,0.030947,0.030946,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,23,4600,0.0,82,114,89,0.034104,114,79,0.034103,0.034104,0.034103,0.027971,0.027970,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,24,4800,0.0,82,114,89,0.030833,114,79,0.030833,0.030833,0.030833,0.025241,0.025240,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,25,5000,0.0,82,114,89,0.027829,114,79,0.027828,0.027829,0.027828,0.022745,0.022744,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,26,5200,0.0,82,114,89,0.025079,114,79,0.025078,0.025079,0.025078,0.020468,0.020467,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,27,5400,0.0,82,114,89,0.022568,114,79,0.022567,0.022568,0.022567,0.018397,0.018396,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,28,5600,0.0,82,114,89,0.020283,104,114,0.020282,0.020283,0.020282,0.016517,0.016516,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,29,5800,0.0,82,114,89,0.018207,104,114,0.018207,0.018207,0.018207,0.014814,0.014813,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,30,6000,0.0,82,114,89,0.016326,104,114,0.016326,0.016326,0.016326,0.013274,0.013273,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,31,6200,0.0,82,114,89,0.014625,104,114,0.014624,0.014625,0.014624,0.011884,0.011883,-0.000001,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,32,6400,0.0,82,114,89,0.013088,104,114,0.013088,0.013088,0.013088,0.010633,0.010633,-0.000000,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,33,6600,0.0,82,114,89,0.011704,104,114,0.011703,0.011704,0.011703,0.009508,0.009508,-0.000000,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,34,6800,0.0,90,114,89,0.010457,104,114,0.010457,0.010457,0.010456,0.008498,0.008497,-0.000000,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,35,7000,0.0,90,114,89,0.009336,104,114,0.009336,0.009336,0.009336,0.007591,0.007590,-0.000000,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,36,7200,0.0,90,104,114,0.008330,114,89,0.008330,0.008330,0.008329,0.006777,0.006777,-0.000000,1,4
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-11-39-382Z_r00043_d15.000_rep6,43,6,9dbcb7d6,2.0,15,37,7400,0.0,90,104,114,0.007427,114,89,0.007427,0.007427,0.007427,0.006048,0.006048,-0.000000,1,4
